0.000000	40253	0.966134	122155.000000	0.977303
0.010000	40191	0.964646	122031.000000	0.976310
0.020000	40016	0.960445	121670.000000	0.973422
0.030000	39591	0.950245	120811.000000	0.966550
0.040000	39415	0.946021	120449.000000	0.963654
0.050000	38632	0.927227	118860.000000	0.950941
0.060000	38217	0.917267	118012.000000	0.944156
0.070000	37408	0.897849	116335.000000	0.930740
0.080000	37062	0.889545	115618.000000	0.925003
0.090000	36295	0.871136	113989.000000	0.911970
0.100000	35536	0.852919	112418.000000	0.899402
0.110000	34296	0.823157	109819.000000	0.878608
0.120000	32571	0.781754	106067.000000	0.848590
0.130000	30819	0.739703	102222.000000	0.817828
0.140000	28884	0.693260	97881.000000	0.783098
0.150000	27089	0.650178	93780.000000	0.750288
0.160000	24648	0.591590	88188.000000	0.705549
0.170000	22109	0.530650	81869.000000	0.654994
0.180000	19672	0.472158	75793.000000	0.606383
0.190000	17680	0.424347	70574.000000	0.564628
0.200000	15408	0.369816	64488.000000	0.515937
0.210000	13297	0.319148	58463.000000	0.467734
0.220000	11465	0.275178	52730.000000	0.421867
0.230000	9627	0.231063	47070.000000	0.376584
0.240000	7513	0.180324	39846.000000	0.318788
0.250000	6109	0.146625	34654.000000	0.277250
0.260000	4960	0.119048	30245.000000	0.241975
0.270000	3961	0.095070	26000.000000	0.208013
0.280000	3100	0.074405	21924.000000	0.175403
0.290000	2436	0.058468	18787.000000	0.150306
0.300000	1820	0.043683	15734.000000	0.125880
0.310000	1460	0.035042	13196.000000	0.105575
0.320000	1095	0.026282	10955.000000	0.087646
0.330000	891	0.021385	9668.000000	0.077349
0.340000	581	0.013945	7530.000000	0.060244
0.350000	478	0.011473	6118.000000	0.048947
0.360000	319	0.007656	4657.000000	0.037258
0.370000	210	0.005040	3628.000000	0.029026
0.380000	171	0.004104	3008.000000	0.024066
0.390000	104	0.002496	2266.000000	0.018129
0.400000	93	0.002232	1944.000000	0.015553
0.410000	35	0.000840	1461.000000	0.011689
0.420000	18	0.000432	1126.000000	0.009009
0.430000	29	0.000696	931.000000	0.007448
0.440000	21	0.000504	705.000000	0.005640
0.450000	14	0.000336	569.000000	0.004552
0.460000	7	0.000168	454.000000	0.003632
0.470000	5	0.000120	359.000000	0.002872
0.480000	4	0.000096	300.000000	0.002400
0.490000	3	0.000072	232.000000	0.001856
0.500000	4	0.000096	218.000000	0.001744
0.510000	0	0.000000	0.000000	0.000000
0.520000	1	0.000024	130.000000	0.001040
0.530000	1	0.000024	99.000000	0.000792
0.540000	0	0.000000	0.000000	0.000000
0.550000	1	0.000024	55.000000	0.000440
0.560000	0	0.000000	0.000000	0.000000
0.570000	0	0.000000	0.000000	0.000000
0.580000	0	0.000000	0.000000	0.000000
0.590000	0	0.000000	0.000000	0.000000
0.600000	0	0.000000	0.000000	0.000000
0.610000	0	0.000000	0.000000	0.000000
0.620000	0	0.000000	0.000000	0.000000
0.630000	0	0.000000	0.000000	0.000000
0.640000	0	0.000000	0.000000	0.000000
0.650000	0	0.000000	0.000000	0.000000
0.660000	0	0.000000	0.000000	0.000000
0.670000	0	0.000000	0.000000	0.000000
0.680000	0	0.000000	0.000000	0.000000
0.690000	0	0.000000	0.000000	0.000000
0.700000	0	0.000000	0.000000	0.000000
0.710000	0	0.000000	0.000000	0.000000
0.720000	0	0.000000	0.000000	0.000000
0.730000	0	0.000000	0.000000	0.000000
0.740000	0	0.000000	0.000000	0.000000
0.750000	0	0.000000	0.000000	0.000000
0.760000	0	0.000000	0.000000	0.000000
0.770000	0	0.000000	0.000000	0.000000
0.780000	0	0.000000	0.000000	0.000000
0.790000	0	0.000000	0.000000	0.000000
0.800000	0	0.000000	0.000000	0.000000
0.810000	0	0.000000	0.000000	0.000000
0.820000	0	0.000000	0.000000	0.000000
0.830000	0	0.000000	0.000000	0.000000
0.840000	0	0.000000	0.000000	0.000000
0.850000	0	0.000000	0.000000	0.000000
0.860000	0	0.000000	0.000000	0.000000
0.870000	0	0.000000	0.000000	0.000000
0.880000	0	0.000000	0.000000	0.000000
0.890000	0	0.000000	0.000000	0.000000
0.900000	0	0.000000	0.000000	0.000000
0.910000	0	0.000000	0.000000	0.000000
0.920000	0	0.000000	0.000000	0.000000
0.930000	0	0.000000	0.000000	0.000000
0.940000	0	0.000000	0.000000	0.000000
0.950000	0	0.000000	0.000000	0.000000
0.960000	0	0.000000	0.000000	0.000000
0.970000	0	0.000000	0.000000	0.000000
0.980000	0	0.000000	0.000000	0.000000
0.990000	0	0.000000	0.000000	0.000000
1.000000	0	0.000000	0.000000	0.000000
