   0.0000000e+00   5.4945690e+01   9.1889244e+01   4.7045177e+01   9.8483398e+01   3.1943165e+01   5.6048031e+01   8.3195251e+01   3.2673656e+01   4.5310143e+01   1.1312063e+02   9.3050613e+01   9.7695045e+01   1.1603148e+02   4.8931782e+01   8.4343674e+01   4.7866501e+01   8.5409668e+01   8.0458672e+01   1.0181293e+02   1.5158159e+02   1.2449683e+02   1.2189719e+02   1.0480401e+02   1.1801715e+02   1.1912779e+02   1.1345728e+02   1.0369724e+02   2.3140036e+01   6.3699684e+01   6.2180702e+01   5.0110489e+01   7.5278099e+01   7.1562096e+01   5.7231472e+01   6.0660797e+01   5.2616398e+01   6.9769028e+01   7.5888695e+01   7.7063927e+01   7.8300621e+01   1.8886189e+02   9.5547241e+01   2.1980112e+02   1.1735405e+02   2.6680627e+02   1.6126381e+02   1.5494057e+02   1.6689201e+02   1.5195320e+02   2.3212839e+02   1.6312268e+02   1.8180797e+02   2.7761276e+02   2.3596994e+02   1.7055852e+02   1.3666647e+02   1.2292878e+02   1.6415404e+02   2.2805296e+02   1.0439165e+02   1.5688095e+02   1.0044862e+02   1.8780246e+02   1.7015572e+02   2.3706860e+02   1.5260020e+02   1.5412947e+02   1.8247321e+02   1.5615581e+02   1.5796669e+02   1.7301062e+02   1.9230554e+02   2.0077910e+02   1.5689572e+02   1.7573102e+02   2.4323038e+02   1.4985663e+02   1.4497975e+02   1.7323372e+02   1.5154332e+02   2.1272478e+02   1.5976634e+02   1.6282541e+02   2.1232761e+02   2.0895390e+02   2.8022723e+02   2.0131833e+02   2.9032761e+02   2.1448595e+02
   5.4945690e+01   0.0000000e+00   8.2922836e+01   1.9410965e+01   8.7995041e+01   4.7332447e+01   4.7803143e+01   8.1327286e+01   8.3593941e+01   4.3464607e+01   6.5092903e+01   3.3590019e+01   5.7028435e+01   8.6778633e+01   5.4942902e+01   2.7867964e+01   3.3518036e+01   1.0323245e+02   1.0097194e+02   1.2424626e+02   1.5866927e+02   1.5574518e+02   1.2972665e+02   1.3522585e+02   1.5500621e+02   1.3613217e+02   1.5160190e+02   1.2554683e+02   8.2546745e+01   1.0728806e+02   1.1400800e+02   9.7407204e+01   1.1710466e+02   9.7546318e+01   9.6689682e+01   4.5767735e+01   6.1363125e+01   8.5243561e+01   8.6227303e+01   1.0145541e+02   1.1150201e+02   2.0280814e+02   1.1795786e+02   2.4726692e+02   1.3648247e+02   1.4001018e+02   9.2338722e+01   9.6932823e+01   9.0408325e+01   1.0344776e+02   9.0981537e+01   8.4708168e+01   1.0618124e+02   1.5493275e+02   1.1801580e+02   8.2291451e+01   8.6906647e+01   8.7675270e+01   9.6308388e+01   1.1322227e+02   6.1114182e+01   1.0668236e+02   1.3092996e+02   1.4493159e+02   1.4176508e+02   1.2329282e+02   1.8325961e+02   1.6145775e+02   1.6828302e+02   1.7312796e+02   1.8043071e+02   1.7826132e+02   1.7088715e+02   1.5290500e+02   1.5339722e+02   1.5799352e+02   1.6595299e+02   1.6322510e+02   1.4787744e+02   1.4190541e+02   8.2841217e+01   1.1050054e+02   1.1211925e+02   1.3037337e+02   1.7321869e+02   1.7576855e+02   1.8574861e+02   1.7186000e+02   2.5174272e+02   1.7042668e+02
   9.1889244e+01   8.2922836e+01   0.0000000e+00   5.9572578e+01   2.0693947e+01   7.5354813e+01   5.0912525e+01   1.3022167e+01   1.0847901e+02   1.0727895e+02   3.1025639e+01   4.4877621e+01   2.0682455e+01   1.8545019e+01   4.5901707e+01   6.0686340e+01   1.0792332e+02   1.4665424e+02   8.9052696e+01   9.0643555e+01   3.9515656e+01   1.5926103e+02   1.8286082e+02   1.4199536e+02   1.7497784e+02   1.3177983e+02   1.1732324e+02   8.2181992e+01   1.2407461e+02   1.5040332e+02   1.4420206e+02   1.2925543e+02   1.4112363e+02   1.4342035e+02   1.3850462e+02   5.3241795e+01   4.6542973e+01   6.5165039e+01   1.0795241e+02   1.0607074e+02   1.0093626e+02   4.6512924e+01   1.0316994e+02   7.7928596e+01   8.2582275e+01   1.5488783e+02   1.0240114e+02   8.3472389e+01   1.0394967e+02   9.6575661e+01   1.2634866e+02   1.0688259e+02   1.0469224e+02   1.6450073e+02   1.4124585e+02   6.6679611e+01   7.7998177e+01   6.8409821e+01   7.7490547e+01   1.2361644e+02   6.9835121e+01   1.3266707e+02   1.7876875e+02   1.5154640e+02   1.4205681e+02   1.2063291e+02   2.3506049e+02   1.9978104e+02   1.8774725e+02   2.3152750e+02   2.2534816e+02   2.2712762e+02   1.8212286e+02   1.7055795e+02   1.9080551e+02   1.9255948e+02   1.8273036e+02   2.0368520e+02   1.9202649e+02   1.7783948e+02   1.0087869e+02   1.1763134e+02   1.0653946e+02   1.2868991e+02   1.8024380e+02   1.7337611e+02   1.3632291e+02   1.9174649e+02   1.6867174e+02   1.7511687e+02
   4.7045177e+01   1.9410965e+01   5.9572578e+01   0.0000000e+00   5.8326107e+01   3.5865440e+01   2.5882299e+01   5.3112072e+01   7.1694534e+01   6.6191391e+01   6.3338291e+01   4.3525055e+01   5.4578407e+01   6.7959282e+01   4.0916439e+01   4.6096615e+01   4.7736015e+01   1.0957375e+02   9.9692513e+01   1.1975640e+02   1.0085485e+02   1.5350294e+02   1.4525401e+02   1.3097510e+02   1.5692949e+02   1.3141893e+02   1.4892572e+02   1.2347237e+02   7.0887329e+01   1.1276135e+02   1.0442349e+02   8.6968964e+01   1.0316199e+02   1.0145321e+02   1.0763940e+02   3.9678253e+01   4.7653683e+01   7.3680046e+01   7.9869675e+01   9.6717384e+01   1.0734969e+02   1.6311295e+02   1.1176843e+02   2.2761189e+02   1.3125851e+02   1.1829501e+02   7.4046959e+01   7.0327187e+01   7.3975861e+01   7.6800636e+01   6.9640930e+01   6.5597588e+01   7.7804260e+01   1.1887597e+02   9.2618973e+01   5.5431217e+01   6.0367981e+01   5.9014816e+01   7.1481537e+01   9.8079269e+01   4.8003330e+01   8.7784546e+01   1.0185097e+02   1.1408646e+02   1.1018739e+02   8.7216019e+01   1.4441756e+02   1.2679874e+02   1.2966431e+02   1.3700969e+02   1.4402010e+02   1.3868173e+02   1.3868863e+02   1.2880888e+02   1.1865161e+02   1.2060938e+02   1.3298846e+02   1.3337700e+02   1.2409035e+02   1.0744992e+02   7.2935295e+01   9.2527344e+01   7.7961014e+01   1.0110554e+02   1.3315309e+02   1.3822681e+02   1.3238179e+02   1.4927907e+02   1.8458801e+02   1.3664987e+02
   9.8483398e+01   8.7995041e+01   2.0693947e+01   5.8326107e+01   0.0000000e+00   7.5064949e+01   4.8853779e+01   2.3941635e+01   1.0855418e+02   1.0793810e+02   5.9767700e+01   4.4556030e+01   2.8805733e+01   5.7674099e+01   7.0240768e+01   7.4072388e+01   1.1059981e+02   1.6029495e+02   1.2664310e+02   1.3196786e+02   7.0394257e+01   1.8831459e+02   1.8866862e+02   1.5973940e+02   1.8820340e+02   1.7583472e+02   1.7417772e+02   1.4345250e+02   1.2225710e+02   1.4796349e+02   1.3548888e+02   1.3172450e+02   1.4410347e+02   1.5172633e+02   1.3667924e+02   6.0930038e+01   6.8877678e+01   8.4733002e+01   1.1759588e+02   1.2705983e+02   1.3021945e+02   7.5805161e+01   1.4533531e+02   1.0043783e+02   1.3626152e+02   1.5938901e+02   1.1547408e+02   9.0860260e+01   1.1502369e+02   1.0141412e+02   1.3565843e+02   1.1913996e+02   1.1057540e+02   1.7545482e+02   1.5511621e+02   7.7439301e+01   8.6376450e+01   7.4043770e+01   8.4594475e+01   1.2832231e+02   8.1530678e+01   1.4527740e+02   1.8185995e+02   1.4776656e+02   1.3873282e+02   1.1454486e+02   2.3509845e+02   2.1622597e+02   1.8876056e+02   2.3020662e+02   2.3366214e+02   2.0659651e+02   1.6848128e+02   1.8203836e+02   2.0297694e+02   1.9672450e+02   1.8951825e+02   2.0654019e+02   1.9997992e+02   1.9162914e+02   1.0496198e+02   1.1783131e+02   1.0089492e+02   1.2715242e+02   1.8118971e+02   1.7760672e+02   1.2928168e+02   1.7880383e+02   1.4769107e+02   1.6535255e+02
   3.1943165e+01   4.7332447e+01   7.5354813e+01   3.5865440e+01   7.5064949e+01   0.0000000e+00   2.5842369e+01   6.6027237e+01   3.2953014e+01   6.0957943e+01   9.1102577e+01   6.0291374e+01   7.4202087e+01   9.0907249e+01   5.1313835e+01   5.9947159e+01   5.6860622e+01   1.1911016e+02   8.9475586e+01   1.0810051e+02   1.3686646e+02   1.2499832e+02   1.3693657e+02   1.0119001e+02   1.2832645e+02   1.1703701e+02   1.0817824e+02   1.0484209e+02   6.0589581e+01   9.7422798e+01   8.2494232e+01   6.9440323e+01   9.3556129e+01   1.1213528e+02   1.0091824e+02   4.7382614e+01   5.2797424e+01   7.9580620e+01   8.4975662e+01   6.6518974e+01   9.1370483e+01   1.7807596e+02   1.0367476e+02   2.1005927e+02   1.2121436e+02   1.8970605e+02   1.0648293e+02   8.7139603e+01   1.0994229e+02   8.8374939e+01   1.2871086e+02   9.0083183e+01   9.5444183e+01   2.1719020e+02   1.1028944e+02   6.8571220e+01   6.5355072e+01   6.5140915e+01   7.7358871e+01   1.9066080e+02   7.3844810e+01   1.2757192e+02   1.0772188e+02   1.6017851e+02   1.3816469e+02   1.1564411e+02   1.5426398e+02   1.1925541e+02   1.4880171e+02   1.4117677e+02   1.6637296e+02   1.3557930e+02   1.8107341e+02   2.0112845e+02   1.3396175e+02   1.3364699e+02   2.2184032e+02   1.5204379e+02   1.5863622e+02   1.0749459e+02   1.0320789e+02   1.5629279e+02   7.8865440e+01   1.2783683e+02   1.4727510e+02   1.9027005e+02   1.8662273e+02   2.0714467e+02   1.8793401e+02   1.8200391e+02
   5.6048031e+01   4.7803143e+01   5.0912525e+01   2.5882299e+01   4.8853779e+01   2.5842369e+01   0.0000000e+00   3.7645752e+01   6.3344032e+01   7.1805954e+01   6.2743279e+01   4.6778721e+01   5.7883713e+01   6.8688560e+01   3.7209972e+01   5.4583382e+01   6.6393425e+01   1.2554751e+02   9.3273903e+01   1.0601177e+02   8.9506332e+01   1.4439507e+02   1.4671548e+02   1.0959434e+02   1.5376280e+02   1.2965331e+02   1.2715381e+02   1.0680716e+02   8.3616127e+01   1.2125876e+02   1.0952415e+02   9.4519249e+01   1.1604644e+02   1.1727327e+02   1.1008825e+02   4.2839474e+01   4.5114254e+01   7.9892967e+01   9.1510452e+01   9.3465317e+01   1.1458669e+02   1.3746346e+02   1.0957620e+02   1.9414661e+02   1.1853990e+02   1.6248775e+02   1.0452399e+02   1.1139094e+02   1.0923055e+02   1.1555025e+02   1.1781585e+02   1.0432115e+02   1.1922185e+02   1.8225826e+02   1.3877797e+02   7.1540169e+01   9.1333153e+01   8.1091057e+01   9.9095924e+01   1.2892017e+02   7.3137253e+01   1.2607449e+02   1.6966695e+02   1.3896091e+02   1.3030191e+02   1.1258266e+02   2.2499399e+02   2.3088602e+02   1.9873346e+02   2.1402348e+02   2.2795689e+02   2.2325729e+02   1.6944162e+02   1.7945399e+02   1.8915642e+02   1.8882555e+02   1.9055363e+02   2.1201630e+02   1.8893484e+02   1.8027463e+02   9.2919899e+01   1.1399347e+02   9.0339729e+01   1.1114576e+02   2.4608763e+02   1.8576187e+02   1.7200644e+02   1.9578517e+02   2.4478537e+02   1.6078227e+02
   8.3195251e+01   8.1327286e+01   1.3022167e+01   5.3112072e+01   2.3941635e+01   6.6027237e+01   3.7645752e+01   0.0000000e+00   9.9445297e+01   9.9700813e+01   3.4625099e+01   4.9598866e+01   3.5666416e+01   3.9478027e+01   3.9892113e+01   7.6826630e+01   9.8363495e+01   1.4233287e+02   9.6749786e+01   1.1170947e+02   4.0490795e+01   1.5992189e+02   1.7208220e+02   1.4166187e+02   1.6621198e+02   1.3877161e+02   1.2811928e+02   1.0456187e+02   1.0932787e+02   1.4242236e+02   1.3385468e+02   1.1944319e+02   1.3597229e+02   1.3736412e+02   1.2942001e+02   5.0015041e+01   4.4731197e+01   6.0202450e+01   1.0091462e+02   1.0272830e+02   1.0523413e+02   4.6895805e+01   1.0351088e+02   7.9807159e+01   1.0405984e+02   1.5359637e+02   1.1109609e+02   8.7456589e+01   1.0959462e+02   1.0753018e+02   1.2857188e+02   1.1032363e+02   1.0654680e+02   1.6621935e+02   1.6314146e+02   6.6822075e+01   9.1862328e+01   7.8640884e+01   7.5917381e+01   1.1732882e+02   7.9236931e+01   1.4340530e+02   1.7736180e+02   1.2969528e+02   1.2184535e+02   1.0201493e+02   2.2427557e+02   2.2756213e+02   1.7052402e+02   2.2873892e+02   2.1307280e+02   1.8449753e+02   1.5339102e+02   1.6928267e+02   2.0789125e+02   1.8658978e+02   1.7545290e+02   2.0763910e+02   1.9525685e+02   1.9808228e+02   9.3601341e+01   1.0384927e+02   8.4862488e+01   1.0963508e+02   1.6323045e+02   1.5669289e+02   1.1317344e+02   1.6345412e+02   1.4336292e+02   1.5163466e+02
   3.2673656e+01   8.3593941e+01   1.0847901e+02   7.1694534e+01   1.0855418e+02   3.2953014e+01   6.3344032e+01   9.9445297e+01   0.0000000e+00   7.9970711e+01   1.3183554e+02   1.0552478e+02   1.1302866e+02   1.3318120e+02   6.9742729e+01   9.8730263e+01   7.3493210e+01   8.8742973e+01   8.7908325e+01   1.1615009e+02   1.8005327e+02   9.7089142e+01   1.0961481e+02   8.5804520e+01   1.0328790e+02   8.5958328e+01   1.0016909e+02   1.0811896e+02   3.1827677e+01   6.7428741e+01   5.1186897e+01   2.6471594e+01   5.1437237e+01   8.2884155e+01   1.1339055e+02   7.9093460e+01   8.0705345e+01   9.0546883e+01   8.7934105e+01   6.3858223e+01   7.3249802e+01   1.9640572e+02   8.8897499e+01   2.2438870e+02   1.3923624e+02   2.4493048e+02   1.5767448e+02   1.5940633e+02   1.6358925e+02   1.4773788e+02   2.0328561e+02   1.7406618e+02   1.6379129e+02   2.2083574e+02   1.8723584e+02   1.3313698e+02   1.2180684e+02   1.1157263e+02   1.5905864e+02   2.2386629e+02   1.0328252e+02   1.4791818e+02   9.5328148e+01   1.6835544e+02   1.5556604e+02   1.7222748e+02   1.4168633e+02   1.4571307e+02   1.6292270e+02   1.3770367e+02   1.4396292e+02   1.5165834e+02   1.7991676e+02   1.7963844e+02   1.4159610e+02   1.3909718e+02   2.1089093e+02   1.3966728e+02   1.3132216e+02   1.3374023e+02   1.4230928e+02   1.9235123e+02   1.2752724e+02   1.4380449e+02   1.8185017e+02   1.9506500e+02   2.3142740e+02   1.8620953e+02   2.4077049e+02   1.9746199e+02
   4.5310143e+01   4.3464607e+01   1.0727895e+02   6.6191391e+01   1.0793810e+02   6.0957943e+01   7.1805954e+01   9.9700813e+01   7.9970711e+01   0.0000000e+00   1.2252999e+02   8.4900917e+01   1.0022402e+02   1.3147049e+02   8.5488152e+01   6.6978302e+01   4.0788193e+01   9.3704445e+01   1.0572791e+02   1.2478570e+02   1.4361617e+02   1.2901433e+02   1.1873551e+02   1.1263932e+02   1.2503313e+02   1.2671879e+02   1.2872055e+02   1.2816805e+02   6.6736053e+01   6.5994125e+01   9.3482262e+01   8.5887321e+01   1.0279803e+02   8.1772087e+01   3.1588972e+01   6.5604309e+01   7.8134567e+01   7.9289513e+01   8.3350365e+01   8.9562653e+01   1.1125327e+02   1.9687636e+02   1.2666264e+02   2.2865834e+02   1.4697652e+02   1.8804327e+02   1.1680064e+02   1.5819441e+02   1.1767702e+02   1.4765306e+02   1.3789990e+02   1.2737891e+02   1.6402922e+02   1.9689673e+02   1.5572298e+02   1.1987081e+02   1.2803693e+02   1.2513072e+02   1.4767854e+02   1.8620749e+02   8.8108803e+01   1.2415665e+02   1.2541966e+02   1.6684918e+02   1.6590657e+02   1.6586655e+02   1.7637386e+02   1.8769420e+02   1.8464339e+02   1.7051483e+02   1.7532173e+02   1.9112674e+02   2.0697003e+02   1.8457785e+02   1.8198396e+02   1.7643306e+02   2.0937039e+02   1.7446620e+02   1.5857103e+02   1.7048351e+02   1.1816264e+02   1.5484767e+02   1.3244571e+02   1.4684956e+02   2.2620828e+02   2.2282698e+02   2.7465686e+02   2.0478496e+02   2.9532455e+02   2.1060150e+02
   1.1312063e+02   6.5092903e+01   3.1025639e+01   6.3338291e+01   5.9767700e+01   9.1102577e+01   6.2743279e+01   3.4625099e+01   1.3183554e+02   1.2252999e+02   0.0000000e+00   5.2547966e+01   4.0630154e+01   1.3967004e+01   5.1512188e+01   4.4905464e+01   1.0792597e+02   1.4548782e+02   7.6732986e+01   8.9109352e+01   2.6550962e+01   1.4453345e+02   1.6304488e+02   1.1870744e+02   1.6093953e+02   1.2332966e+02   1.1537548e+02   8.3820000e+01   1.4149208e+02   1.5750735e+02   1.5550667e+02   1.4053175e+02   1.4343913e+02   1.5742244e+02   1.5359119e+02   4.2456177e+01   4.5340954e+01   4.2912689e+01   8.6947128e+01   9.7585686e+01   9.7455132e+01   4.0617908e+01   8.7874657e+01   7.8880791e+01   8.7209152e+01   1.2435191e+02   9.8094223e+01   6.0253834e+01   8.4249199e+01   8.7336296e+01   1.0544958e+02   8.1771698e+01   7.8542862e+01   1.4175500e+02   1.4437138e+02   3.6304832e+01   8.4696404e+01   5.5136757e+01   4.9470608e+01   9.0716316e+01   7.0250847e+01   1.2114902e+02   1.7000693e+02   1.1836364e+02   1.0855479e+02   6.4966225e+01   2.1036670e+02   2.2066792e+02   1.5444849e+02   2.0344577e+02   1.9614854e+02   1.7525357e+02   1.4064558e+02   1.4242265e+02   1.9417673e+02   1.6288460e+02   1.5360817e+02   1.7626727e+02   1.7534157e+02   1.9073308e+02   6.5658989e+01   7.9617470e+01   7.0078827e+01   1.0818552e+02   1.3579733e+02   1.3597751e+02   7.7535118e+01   1.4772488e+02   1.2134061e+02   1.2850555e+02
   9.3050613e+01   3.3590019e+01   4.4877621e+01   4.3525055e+01   4.4556030e+01   6.0291374e+01   4.6778721e+01   4.9598866e+01   1.0552478e+02   8.4900917e+01   5.2547966e+01   0.0000000e+00   2.8627024e+01   6.5437584e+01   7.1394981e+01   2.3685997e+01   7.5623817e+01   1.3932770e+02   1.2033456e+02   1.2763354e+02   9.0036682e+01   1.6433871e+02   1.4818814e+02   1.5800252e+02   1.6298058e+02   1.6928476e+02   1.7640195e+02   1.4204393e+02   1.1601842e+02   1.3391597e+02   1.3164644e+02   1.1982532e+02   1.3837959e+02   1.3551196e+02   1.2084929e+02   5.2983318e+01   6.9597794e+01   8.8868057e+01   1.0978123e+02   1.2369587e+02   1.2859460e+02   1.2827612e+02   1.3906372e+02   1.6815138e+02   1.3871040e+02   1.4348195e+02   9.5422363e+01   9.1616280e+01   9.5593178e+01   9.6601845e+01   1.0624834e+02   9.3448692e+01   1.0352048e+02   1.5900430e+02   1.2503545e+02   8.4903946e+01   7.9778496e+01   7.4439934e+01   9.1391983e+01   1.1959525e+02   6.1351238e+01   1.1922591e+02   1.6367696e+02   1.6066637e+02   1.5637115e+02   1.2951505e+02   2.1084547e+02   1.8324127e+02   1.9929181e+02   2.0950648e+02   2.1243018e+02   2.1621431e+02   1.8072971e+02   1.6351425e+02   1.7127719e+02   1.7763042e+02   1.6886263e+02   1.8540895e+02   1.7534067e+02   1.5734210e+02   9.1952538e+01   1.1775694e+02   1.2983583e+02   1.4081960e+02   1.7917970e+02   1.8262402e+02   1.7656258e+02   1.8661868e+02   2.6946796e+02   1.7846077e+02
