0.000000	0.994940
0.010000	0.994710
0.020000	0.994113
0.030000	0.992694
0.040000	0.992071
0.050000	0.989528
0.060000	0.988261
0.070000	0.985773
0.080000	0.984611
0.090000	0.981808
0.100000	0.979481
0.110000	0.975573
0.120000	0.969422
0.130000	0.963942
0.140000	0.957920
0.150000	0.952747
0.160000	0.945690
0.170000	0.936639
0.180000	0.931648
0.190000	0.924493
0.200000	0.917326
0.210000	0.908872
0.220000	0.902571
0.230000	0.895783
0.240000	0.883693
0.250000	0.875231
0.260000	0.870336
0.270000	0.860016
0.280000	0.856463
0.290000	0.823556
0.300000	0.820334
0.310000	0.810754
0.320000	0.801352
0.330000	0.796687
0.340000	0.782352
0.350000	0.776813
0.360000	0.756367
0.370000	0.756130
0.380000	0.746401
0.390000	0.738625
0.400000	0.703754
0.410000	0.709472
0.420000	0.684067
0.430000	0.674110
0.440000	0.667222
0.450000	0.638373
0.460000	0.622204
0.470000	0.576587
0.480000	0.574516
0.490000	0.545647
0.500000	0.513542
0.510000	0.432478
0.520000	0.410565
0.530000	0.366927
0.540000	0.273437
0.550000	0.234375
0.560000	0.184896
0.570000	0.161458
0.580000	0.130208
0.590000	0.080729
0.600000	0.072917
0.610000	0.007812
0.620000	0.007812
0.630000	0.007812
0.640000	0.000000
0.650000	0.000000
0.660000	0.000000
0.670000	0.000000
0.680000	0.000000
0.690000	0.000000
0.700000	0.000000
0.710000	0.000000
0.720000	0.000000
0.730000	0.000000
0.740000	0.000000
0.750000	0.000000
0.760000	0.000000
0.770000	0.000000
0.780000	0.000000
0.790000	0.000000
0.800000	0.000000
0.810000	0.000000
0.820000	0.000000
0.830000	0.000000
0.840000	0.000000
0.850000	0.000000
0.860000	0.000000
0.870000	0.000000
0.880000	0.000000
0.890000	0.000000
0.900000	0.000000
0.910000	0.000000
0.920000	0.000000
0.930000	0.000000
0.940000	0.000000
0.950000	0.000000
0.960000	0.000000
0.970000	0.000000
0.980000	0.000000
0.990000	0.000000
1.000000	0.000000
