0.000000	0.988513	0.988097	1.011409	1.011905	0.988506	0.988085	1.000911	1.000917
0.010000	0.987907	0.985021	1.011905	1.014881	0.987904	0.985012	1.005879	1.005886
0.020000	0.986685	0.989120	1.013393	1.010913	0.986669	0.989107	0.995097	0.995094
0.030000	0.983026	0.981739	1.016865	1.018353	0.983014	0.981719	1.002776	1.002785
0.040000	0.981860	0.982092	1.018353	1.017857	0.981819	0.982076	0.999276	0.999251
0.050000	0.975171	0.967255	1.024802	1.032738	0.975148	0.967230	1.015991	1.015994
0.060000	0.971559	0.969627	1.028274	1.030258	0.971538	0.969609	1.003926	1.003922
0.070000	0.964541	0.959985	1.035218	1.039683	0.964514	0.959965	1.009079	1.009072
0.080000	0.961887	0.961051	1.038194	1.038690	0.961834	0.961036	1.001347	1.001308
0.090000	0.954510	0.958752	1.045139	1.041667	0.954477	0.958672	0.992269	0.992317
0.100000	0.947684	0.950058	1.051587	1.049603	0.947682	0.950035	0.995618	0.995641
0.110000	0.937385	0.939486	1.062500	1.060516	0.937340	0.939402	0.995901	0.995941
0.120000	0.921682	0.916849	1.078869	1.083829	0.921500	0.916766	1.009894	1.009785
0.130000	0.905089	0.904605	1.095734	1.096230	0.904962	0.904491	1.000988	1.000973
0.140000	0.884168	0.874355	1.115079	1.124504	0.884122	0.874311	1.019770	1.019769
0.150000	0.864940	0.875115	1.133929	1.124504	0.864814	0.875065	0.980158	0.980072
0.160000	0.841325	0.835931	1.159722	1.163690	0.841051	0.835893	1.009896	1.009613
0.170000	0.811036	0.824789	1.190972	1.176587	0.810965	0.824506	0.971449	0.971698
0.180000	0.777724	0.787045	1.221230	1.212798	0.777704	0.786521	0.981333	0.981962
0.190000	0.750859	0.745938	1.248512	1.254960	0.750670	0.745871	1.011796	1.011632
0.200000	0.718808	0.708610	1.281250	1.288690	0.718528	0.708168	1.020283	1.020521
0.210000	0.684660	0.667631	1.315972	1.331845	0.684274	0.667252	1.037876	1.037880
0.220000	0.646768	0.648926	1.350694	1.350694	0.646483	0.649310	0.996674	0.995646
0.230000	0.613608	0.641603	1.385913	1.362103	0.613283	0.641788	0.939938	0.939168
0.240000	0.562790	0.558293	1.435020	1.441964	0.562976	0.558077	1.012934	1.013661
0.250000	0.523604	0.520914	1.472718	1.482143	0.523465	0.521902	1.011598	1.009414
0.260000	0.492671	0.462713	1.507937	1.533730	0.492410	0.463131	1.082957	1.081407
0.270000	0.458235	0.461128	1.544147	1.535714	0.457165	0.459458	0.988299	0.989574
0.280000	0.428158	0.413411	1.581845	1.588294	0.426479	0.412735	1.039893	1.037513
0.290000	0.391284	0.393234	1.612103	1.598214	0.391664	0.392841	0.986467	0.988414
0.300000	0.353629	0.335346	1.643353	1.657738	0.349685	0.334279	1.063749	1.055244
0.310000	0.317328	0.315314	1.676091	1.689484	0.316360	0.316497	1.014430	1.007555
0.320000	0.294562	0.297659	1.706845	1.700397	0.294336	0.297576	0.985856	0.985373
0.330000	0.275008	0.273606	1.729663	1.726687	0.276164	0.274156	1.003396	1.005589
0.340000	0.250772	0.258072	1.769841	1.763393	0.251101	0.260360	0.968172	0.960924
0.350000	0.238067	0.238909	1.812500	1.801091	0.240040	0.229094	0.990205	1.041181
0.360000	0.188938	0.201105	1.891865	1.882937	0.186444	0.193507	0.935066	0.958953
0.370000	0.193032	0.156695	1.972718	1.985615	0.180328	0.159338	1.239952	1.139134
0.380000	0.156568	0.157547	2.036706	2.025298	0.157676	0.158306	0.988217	0.990442
0.390000	0.129423	0.157920	2.130456	2.083829	0.131766	0.148789	0.801610	0.866206
0.400000	0.134311	0.135565	2.246528	2.229663	0.129696	0.118590	0.983312	1.085445
0.410000	0.133637	0.109581	2.343254	2.302579	0.122532	0.119033	1.198353	1.011531
0.420000	0.089261	0.102489	2.458333	2.457837	0.092943	0.105793	0.870752	0.878357
0.430000	0.110408	0.072550	2.615079	2.684524	0.108511	0.075342	1.562221	1.478478
0.440000	0.087364	0.024973	2.773313	2.921627	0.089310	0.032550	3.685416	2.890533
0.450000	0.036533	0.076265	2.972718	2.790179	0.046075	0.078717	0.449610	0.549382
0.460000	0.084090	0.038504	3.220686	2.944940	0.082803	0.059891	1.996918	1.264182
0.470000	0.053132	0.056746	3.262147	3.245902	0.082090	0.046392	0.931645	1.760674
0.480000	0.033135	0.057217	3.444633	4.105764	0.046296	0.075000	0.690256	0.735760
0.490000	0.026042	0.034549	3.822142	3.601269	0.024691	0.035714	0.710210	0.651406
0.500000	0.006250	0.020313	2.612568	2.736700	0.015957	0.042254	0.322312	0.395603
0.510000	0.023438	0.039583	3.334199	5.834416	0.024590	0.069767	1.036107	0.616758
0.520000	0.010417	0.010417	2.996855	2.980442	0.024390	0.026786	0.994523	0.905582
0.530000	0.000000	0.008557	3.365762	3.392534	0.000000	0.028302	0.000000	0.000000
0.540000	0.000000	0.000000	2.883156	1.859862	0.000000	0.000000	0.000000	0.000000
0.550000	0.000000	0.000000	1.871825	2.365846	0.000000	0.000000	0.000000	0.000000
0.560000	0.000000	0.000000	1.708547	1.597403	0.000000	0.000000	0.000000	0.000000
0.570000	0.000000	0.015625	1.488528	1.616226	0.000000	0.068182	0.000000	0.000000
0.580000	0.000000	0.000000	1.582143	1.338095	0.000000	0.000000	0.000000	0.000000
0.590000	0.000000	0.000000	1.247619	1.484127	0.000000	0.000000	0.000000	0.000000
0.600000	0.000000	0.000000	1.429630	1.574603	0.000000	0.000000	0.000000	0.000000
0.610000	0.000000	0.000000	1.229630	1.166667	0.000000	0.000000	0.000000	0.000000
