node	r(thre.)	node_cc
21	0.360000	0.480000
22	0.360000	0.745455
23	0.360000	0.400000
24	0.360000	1.000000
25	0.360000	0.466667
26	0.360000	0.000000
27	0.360000	0.466667
28	0.360000	0.611111
29	0.360000	0.500000
30	0.360000	0.588235
31	0.360000	1.000000
32	0.360000	0.000000
33	0.360000	0.800000
34	0.360000	0.426667
35	0.360000	0.616667
36	0.360000	0.610294
37	0.360000	0.471861
38	0.360000	0.422222
39	0.360000	0.333333
40	0.360000	0.333333
41	0.360000	0.708333
42	0.360000	0.427350
43	0.360000	0.000000
44	0.360000	0.844444
45	0.360000	0.566176
46	0.360000	0.609524
47	0.360000	0.800000
48	0.360000	0.911111
49	0.360000	0.637363
50	0.360000	0.620915
51	0.360000	0.822222
52	0.360000	0.772727
53	0.360000	0.733333
54	0.360000	0.500000
55	0.360000	0.456667
56	0.360000	0.575758
57	0.360000	0.489130
58	0.360000	0.833333
59	0.360000	0.800000
60	0.360000	0.444444
61	0.360000	0.500000
62	0.360000	0.545455
63	0.360000	0.716667
64	0.360000	0.639706

1	0.370000	0.636364
2	0.370000	0.607143
3	0.370000	0.472222
4	0.370000	0.500000
5	0.370000	0.500000
6	0.370000	0.000000
7	0.370000	0.703297
8	0.370000	0.497076
9	0.370000	0.000000
10	0.370000	0.426901
11	0.370000	0.616667
12	0.370000	0.844444
13	0.370000	0.500000
14	0.370000	0.944444
15	0.370000	1.000000
16	0.370000	0.712121
17	0.370000	0.450980
18	0.370000	0.833333
19	0.370000	0.750000
20	0.370000	0.809524
21	0.370000	0.490476
22	0.370000	0.636364
23	0.370000	0.402597
24	0.370000	1.000000
25	0.370000	0.500000
26	0.370000	0.000000
27	0.370000	0.400000
28	0.370000	0.857143
29	0.370000	0.441667
30	0.370000	0.541667
31	0.370000	1.000000
32	0.370000	0.000000
33	0.370000	0.800000
34	0.370000	0.424242
35	0.370000	0.571429
36	0.370000	0.590476
37	0.370000	0.478947
38	0.370000	0.472222
39	0.370000	0.333333
40	0.370000	0.333333
41	0.370000	0.676190
42	0.370000	0.416667
43	0.370000	0.000000
44	0.370000	0.821429
45	0.370000	0.575000
46	0.370000	0.628205
47	0.370000	0.733333
48	0.370000	0.844444
49	0.370000	0.666667
50	0.370000	0.609524
51	0.370000	0.892857
52	0.370000	0.755556
53	0.370000	0.688889
54	0.370000	0.472222
55	0.370000	0.431159
56	0.370000	0.600000
57	0.370000	0.505263
58	0.370000	1.000000
59	0.370000	0.733333
60	0.370000	0.487179
61	0.370000	0.333333
62	0.370000	0.511111
63	0.370000	0.714286
64	0.370000	0.609524

1	0.380000	0.711111
2	0.380000	0.571429
3	0.380000	0.464286
4	0.380000	0.571429
5	0.380000	0.300000
6	0.380000	0.000000
7	0.380000	0.692308
8	0.380000	0.470588
9	0.380000	0.000000
10	0.380000	0.484848
11	0.380000	0.608333
12	0.380000	0.805556
13	0.380000	0.428571
14	0.380000	0.916667
15	0.380000	1.000000
16	0.380000	0.666667
17	0.380000	0.461538
18	0.380000	0.821429
19	0.380000	0.600000
20	0.380000	0.571429
21	0.380000	0.470588
22	0.380000	0.577778
23	0.380000	0.378947
24	0.380000	1.000000
25	0.380000	0.500000
26	0.380000	0.000000
27	0.380000	0.500000
28	0.380000	0.761905
29	0.380000	0.416667
30	0.380000	0.504762
31	0.380000	1.000000
32	0.380000	0.000000
33	0.380000	0.800000
34	0.380000	0.403509
35	0.380000	0.552381
36	0.380000	0.533333
37	0.380000	0.461988
38	0.380000	0.444444
39	0.380000	0.333333
40	0.380000	0.333333
41	0.380000	0.659341
42	0.380000	0.406926
43	0.380000	0.000000
44	0.380000	0.821429
45	0.380000	0.580952
46	0.380000	0.538462
47	0.380000	0.666667
48	0.380000	0.822222
49	0.380000	0.916667
50	0.380000	0.628205
51	0.380000	1.000000
52	0.380000	0.711111
53	0.380000	0.523810
54	0.380000	0.416667
55	0.380000	0.450216
56	0.380000	0.533333
57	0.380000	0.500000
58	0.380000	1.000000
59	0.380000	0.700000
60	0.380000	0.469697
61	0.380000	0.333333
62	0.380000	0.444444
63	0.380000	0.681319
64	0.380000	0.615385

1	0.390000	0.638889
2	0.390000	0.733333
3	0.390000	0.600000
4	0.390000	0.535714
5	0.390000	0.666667
6	0.390000	0.000000
7	0.390000	0.727273
8	0.390000	0.424837
9	0.390000	0.000000
10	0.390000	0.563636
11	0.390000	0.560440
12	0.390000	0.722222
13	0.390000	0.392857
14	0.390000	0.952381
15	0.390000	0.952381
16	0.390000	0.672727
17	0.390000	0.487179
18	0.390000	0.714286
19	0.390000	0.666667
20	0.390000	0.666667
21	0.390000	0.418301
22	0.390000	0.555556
23	0.390000	0.463235
24	0.390000	1.000000
25	0.390000	1.000000
26	0.390000	0.000000
27	0.390000	0.500000
28	0.390000	0.666667
29	0.390000	0.378788
30	0.390000	0.500000
31	0.390000	1.000000
32	0.390000	0.000000
33	0.390000	0.800000
34	0.390000	0.391667
35	0.390000	0.538462
36	0.390000	0.581818
37	0.390000	0.375000
38	0.390000	0.416667
39	0.390000	0.333333
40	0.390000	0.000000
41	0.390000	0.606061
42	0.390000	0.356725
43	0.390000	0.000000
44	0.390000	0.821429
45	0.390000	0.525641
46	0.390000	0.487179
47	0.390000	0.700000
48	0.390000	0.805556
49	0.390000	0.833333
50	0.390000	0.538462
51	0.390000	1.000000
52	0.390000	0.583333
53	0.390000	0.333333
54	0.390000	0.464286
55	0.390000	0.395238
56	0.390000	0.638889
57	0.390000	0.504762
58	0.390000	1.000000
59	0.390000	0.700000
60	0.390000	0.714286
61	0.390000	0.333333
62	0.390000	0.416667
63	0.390000	0.606061
64	0.390000	0.581818

1	0.400000	0.642857
2	0.400000	0.666667
3	0.400000	0.500000
4	0.400000	0.464286
5	0.400000	0.666667
6	0.400000	0.000000
7	0.400000	0.750000
8	0.400000	0.400000
9	0.400000	0.000000
10	0.400000	0.666667
11	0.400000	0.545455
12	0.400000	0.904762
13	0.400000	0.333333
14	0.400000	0.904762
15	0.400000	0.904762
16	0.400000	0.636364
17	0.400000	0.490909
18	0.400000	0.733333
19	0.400000	0.666667
20	0.400000	0.600000
21	0.400000	0.382353
22	0.400000	0.694444
23	0.400000	0.428571
24	0.400000	0.000000
25	0.400000	1.000000
26	0.400000	0.000000
27	0.400000	0.333333
28	0.400000	0.666667
29	0.400000	0.333333
30	0.400000	0.490909
31	0.400000	1.000000
32	0.400000	0.000000
33	0.400000	0.700000
34	0.400000	0.362637
35	0.400000	0.500000
36	0.400000	0.581818
37	0.400000	0.350000
38	0.400000	0.361111
39	0.400000	0.333333
40	0.400000	0.000000
41	0.400000	0.688889
42	0.400000	0.428571
43	0.400000	0.000000
44	0.400000	1.000000
45	0.400000	0.515152
46	0.400000	0.545455
47	0.400000	0.600000
48	0.400000	0.785714
49	0.400000	0.805556
50	0.400000	0.560606
51	0.400000	1.000000
52	0.400000	0.619048
53	0.400000	0.333333
54	0.400000	0.428571
55	0.400000	0.373684
56	0.400000	0.638889
57	0.400000	0.461538
58	0.400000	0.000000
59	0.400000	0.666667
60	0.400000	0.714286
61	0.400000	0.333333
62	0.400000	0.476190
63	0.400000	0.545455
64	0.400000	0.563636

1	0.410000	0.607143
2	0.410000	1.000000
3	0.410000	0.833333
4	0.410000	0.464286
5	0.410000	0.666667
6	0.410000	0.000000
7	0.410000	0.642857
8	0.410000	0.378788
9	0.410000	0.000000
10	0.410000	0.583333
11	0.410000	0.555556
12	0.410000	0.933333
13	0.410000	0.333333
14	0.410000	0.857143
15	0.410000	0.933333
16	0.410000	0.666667
17	0.410000	0.714286
18	0.410000	0.733333
19	0.410000	0.666667
20	0.410000	0.600000
21	0.410000	0.362637
22	0.410000	0.761905
23	0.410000	0.406593
24	0.410000	0.000000
25	0.410000	1.000000
26	0.410000	0.000000
27	0.410000	0.333333
28	0.410000	0.700000
29	0.410000	0.305556
30	0.410000	0.444444
31	0.410000	1.000000
32	0.410000	0.000000
33	0.410000	0.700000
34	0.410000	0.488889
35	0.410000	0.454545
36	0.410000	0.500000
37	0.410000	0.323810
38	0.410000	0.361111
39	0.410000	0.333333
40	0.410000	0.000000
41	0.410000	0.750000
42	0.410000	0.472727
43	0.410000	0.000000
44	0.410000	0.904762
45	0.410000	0.857143
46	0.410000	0.600000
47	0.410000	0.600000
48	0.410000	0.750000
49	0.410000	0.821429
50	0.410000	0.581818
51	0.410000	0.904762
52	0.410000	0.600000
53	0.410000	0.333333
54	0.410000	0.428571
55	0.410000	0.298246
56	0.410000	0.607143
57	0.410000	0.436364
58	0.410000	0.000000
59	0.410000	0.666667
60	0.410000	0.666667
61	0.410000	0.333333
62	0.410000	0.466667
63	0.410000	0.515152
64	0.410000	0.571429

1	0.420000	0.607143
2	0.420000	1.000000
3	0.420000	1.000000
4	0.420000	0.380952
5	0.420000	0.333333
6	0.420000	0.000000
7	0.420000	0.714286
8	0.420000	0.400000
9	0.420000	0.000000
10	0.420000	0.607143
11	0.420000	0.533333
12	0.420000	0.933333
13	0.420000	0.300000
14	0.420000	0.809524
15	0.420000	1.000000
16	0.420000	0.694444
17	0.420000	0.809524
18	0.420000	0.733333
19	0.420000	0.666667
20	0.420000	0.833333
21	0.420000	0.345455
22	0.420000	0.714286
23	0.420000	0.393939
24	0.420000	0.000000
25	0.420000	0.000000
26	0.420000	0.000000
27	0.420000	0.000000
28	0.420000	0.666667
29	0.420000	0.357143
30	0.420000	0.444444
31	0.420000	1.000000
32	0.420000	0.000000
33	0.420000	0.500000
34	0.420000	0.416667
35	0.420000	0.454545
36	0.420000	0.607143
37	0.420000	0.276190
38	0.420000	0.380952
39	0.420000	0.000000
40	0.420000	0.000000
41	0.420000	0.714286
42	0.420000	0.472222
43	0.420000	0.000000
44	0.420000	0.809524
45	0.420000	0.809524
46	0.420000	0.611111
47	0.420000	0.600000
48	0.420000	0.866667
49	0.420000	0.785714
50	0.420000	0.509091
51	0.420000	0.933333
52	0.420000	0.533333
53	0.420000	1.000000
54	0.420000	0.400000
55	0.420000	0.323810
56	0.420000	0.733333
57	0.420000	0.500000
58	0.420000	0.000000
59	0.420000	0.666667
60	0.420000	0.666667
61	0.420000	0.333333
62	0.420000	0.333333
63	0.420000	0.509091
64	0.420000	0.535714

1	0.430000	0.666667
2	0.430000	1.000000
3	0.430000	1.000000
4	0.430000	0.400000
5	0.430000	0.000000
6	0.430000	0.000000
7	0.430000	0.700000
8	0.430000	0.392857
9	0.430000	0.000000
10	0.430000	0.535714
11	0.430000	0.472222
12	0.430000	1.000000
13	0.430000	0.300000
14	0.430000	0.933333
15	0.430000	1.000000
16	0.430000	0.555556
17	0.430000	0.866667
18	0.430000	0.533333
19	0.430000	1.000000
20	0.430000	0.666667
21	0.430000	0.305556
22	0.430000	0.619048
23	0.430000	0.381818
24	0.430000	0.000000
25	0.430000	0.000000
26	0.430000	0.000000
27	0.430000	0.000000
28	0.430000	0.666667
29	0.430000	0.285714
30	0.430000	0.392857
31	0.430000	1.000000
32	0.430000	0.000000
33	0.430000	0.500000
34	0.430000	0.428571
35	0.430000	0.436364
36	0.430000	0.571429
37	0.430000	0.241758
38	0.430000	0.333333
39	0.430000	0.000000
40	0.430000	0.000000
41	0.430000	0.642857
42	0.430000	0.444444
43	0.430000	0.000000
44	0.430000	0.714286
45	0.430000	0.714286
46	0.430000	0.571429
47	0.430000	0.500000
48	0.430000	0.800000
49	0.430000	0.642857
50	0.430000	0.466667
51	0.430000	1.000000
52	0.430000	0.533333
53	0.430000	1.000000
54	0.430000	0.300000
55	0.430000	0.285714
56	0.430000	1.000000
57	0.430000	0.523810
58	0.430000	0.000000
59	0.430000	0.666667
60	0.430000	0.500000
61	0.430000	0.333333
62	0.430000	0.400000
63	0.430000	0.488889
64	0.430000	0.571429

1	0.440000	0.533333
2	0.440000	1.000000
3	0.440000	1.000000
4	0.440000	0.400000
5	0.440000	0.000000
6	0.440000	0.000000
7	0.440000	0.600000
8	0.440000	0.600000
9	0.440000	0.000000
10	0.440000	0.600000
11	0.440000	0.500000
12	0.440000	1.000000
13	0.440000	0.300000
14	0.440000	0.900000
15	0.440000	1.000000
16	0.440000	0.571429
17	0.440000	0.600000
18	0.440000	0.500000
19	0.440000	1.000000
20	0.440000	0.333333
21	0.440000	0.277778
22	0.440000	0.428571
23	0.440000	0.333333
24	0.440000	0.000000
25	0.440000	0.000000
26	0.440000	0.000000
27	0.440000	0.000000
28	0.440000	0.666667
29	0.440000	0.500000
30	0.440000	0.476190
31	0.440000	1.000000
32	0.440000	0.000000
33	0.440000	0.500000
34	0.440000	0.400000
35	0.440000	0.500000
36	0.440000	0.535714
37	0.440000	0.230769
38	0.440000	0.333333
39	0.440000	0.000000
40	0.440000	0.000000
41	0.440000	0.607143
42	0.440000	0.466667
43	0.440000	0.000000
44	0.440000	1.000000
45	0.440000	0.733333
46	0.440000	0.666667
47	0.440000	0.500000
48	0.440000	0.800000
49	0.440000	0.535714
50	0.440000	0.472222
51	0.440000	0.800000
52	0.440000	0.466667
53	0.440000	1.000000
54	0.440000	0.333333
55	0.440000	0.230769
56	0.440000	1.000000
57	0.440000	0.400000
58	0.440000	0.000000
59	0.440000	0.666667
60	0.440000	0.333333
61	0.440000	0.333333
62	0.440000	0.400000
63	0.440000	0.466667
64	0.440000	0.571429

1	0.450000	0.800000
2	0.450000	1.000000
3	0.450000	1.000000
4	0.450000	0.400000
5	0.450000	0.000000
6	0.450000	0.000000
7	0.450000	1.000000
8	0.450000	0.600000
9	0.450000	0.000000
10	0.450000	1.000000
11	0.450000	0.476190
12	0.450000	1.000000
13	0.450000	0.500000
14	0.450000	1.000000
15	0.450000	1.000000
16	0.450000	0.535714
17	0.450000	0.600000
18	0.450000	0.833333
19	0.450000	0.000000
20	0.450000	0.333333
21	0.450000	0.321429
22	0.450000	0.700000
23	0.450000	0.300000
24	0.450000	0.000000
25	0.450000	0.000000
26	0.450000	0.000000
27	0.450000	0.000000
28	0.450000	1.000000
29	0.450000	0.833333
30	0.450000	0.476190
31	0.450000	0.000000
32	0.450000	0.000000
33	0.450000	0.333333
34	0.450000	0.333333
35	0.450000	0.472222
36	0.450000	0.500000
37	0.450000	0.218182
38	0.450000	0.400000
39	0.450000	0.000000
40	0.450000	0.000000
41	0.450000	0.500000
42	0.450000	0.600000
43	0.450000	0.000000
44	0.450000	1.000000
45	0.450000	0.666667
46	0.450000	0.700000
47	0.450000	0.500000
48	0.450000	0.800000
49	0.450000	0.500000
50	0.450000	0.444444
51	0.450000	0.700000
52	0.450000	0.466667
53	0.450000	0.000000
54	0.450000	0.333333
55	0.450000	0.218182
56	0.450000	1.000000
57	0.450000	0.666667
58	0.450000	0.000000
59	0.450000	0.666667
60	0.450000	0.333333
61	0.450000	0.333333
62	0.450000	0.300000
63	0.450000	0.444444
64	0.450000	0.571429

1	0.460000	0.666667
2	0.460000	1.000000
3	0.460000	1.000000
4	0.460000	0.400000
5	0.460000	0.000000
6	0.460000	0.000000
7	0.460000	1.000000
8	0.460000	0.600000
9	0.460000	0.000000
10	0.460000	1.000000
11	0.460000	0.428571
12	0.460000	1.000000
13	0.460000	0.500000
14	0.460000	1.000000
15	0.460000	1.000000
16	0.460000	0.464286
17	0.460000	1.000000
18	0.460000	0.833333
19	0.460000	0.000000
20	0.460000	0.333333
21	0.460000	0.380952
22	0.460000	0.700000
23	0.460000	0.333333
24	0.460000	0.000000
25	0.460000	0.000000
26	0.460000	0.000000
27	0.460000	0.000000
28	0.460000	1.000000
29	0.460000	0.833333
30	0.460000	0.400000
31	0.460000	0.000000
32	0.460000	0.000000
33	0.460000	0.333333
34	0.460000	0.333333
35	0.460000	0.400000
36	0.460000	0.476190
37	0.460000	0.133333
38	0.460000	0.400000
39	0.460000	0.000000
40	0.460000	0.000000
41	0.460000	0.380952
42	0.460000	0.600000
43	0.460000	0.000000
44	0.460000	1.000000
45	0.460000	0.600000
46	0.460000	0.833333
47	0.460000	0.500000
48	0.460000	0.700000
49	0.460000	0.466667
50	0.460000	0.388889
51	0.460000	0.700000
52	0.460000	0.666667
53	0.460000	0.000000
54	0.460000	0.333333
55	0.460000	0.200000
56	0.460000	1.000000
57	0.460000	0.333333
58	0.460000	0.000000
59	0.460000	0.666667
60	0.460000	0.000000
61	0.460000	0.333333
62	0.460000	0.200000
63	0.460000	0.388889
64	0.460000	0.400000

1	0.470000	0.666667
2	0.470000	1.000000
3	0.470000	1.000000
4	0.470000	0.400000
5	0.470000	0.000000
6	0.470000	0.000000
7	0.470000	1.000000
8	0.470000	0.400000
9	0.470000	0.000000
10	0.470000	1.000000
11	0.470000	0.428571
12	0.470000	1.000000
13	0.470000	0.333333
14	0.470000	1.000000
15	0.470000	1.000000
16	0.470000	0.428571
17	0.470000	0.833333
18	0.470000	0.666667
19	0.470000	0.000000
20	0.470000	0.000000
21	0.470000	0.400000
22	0.470000	0.666667
23	0.470000	0.000000
24	0.470000	0.000000
25	0.470000	0.000000
26	0.470000	0.000000
27	0.470000	0.000000
28	0.470000	0.000000
29	0.470000	1.000000
30	0.470000	0.400000
31	0.470000	0.000000
32	0.470000	0.000000
33	0.470000	0.333333
34	0.470000	0.333333
35	0.470000	0.600000
36	0.470000	0.476190
37	0.470000	0.166667
38	0.470000	0.333333
39	0.470000	0.000000
40	0.470000	0.000000
41	0.470000	0.533333
42	0.470000	0.666667
43	0.470000	0.000000
44	0.470000	0.833333
45	0.470000	0.600000
46	0.470000	0.833333
47	0.470000	0.666667
48	0.470000	0.833333
49	0.470000	0.700000
50	0.470000	0.361111
51	0.470000	0.600000
52	0.470000	0.666667
53	0.470000	0.000000
54	0.470000	0.333333
55	0.470000	0.214286
56	0.470000	1.000000
57	0.470000	0.000000
58	0.470000	0.000000
59	0.470000	0.333333
60	0.470000	0.000000
61	0.470000	0.000000
62	0.470000	0.000000
63	0.470000	0.361111
64	0.470000	0.400000

1	0.480000	0.666667
2	0.480000	1.000000
3	0.480000	1.000000
4	0.480000	0.500000
5	0.480000	0.000000
6	0.480000	0.000000
7	0.480000	1.000000
8	0.480000	0.300000
9	0.480000	0.000000
10	0.480000	1.000000
11	0.480000	0.428571
12	0.480000	1.000000
13	0.480000	0.666667
14	0.480000	1.000000
15	0.480000	1.000000
16	0.480000	0.476190
17	0.480000	0.666667
18	0.480000	0.666667
19	0.480000	0.000000
20	0.480000	0.000000
21	0.480000	0.666667
22	0.480000	0.666667
23	0.480000	0.000000
24	0.480000	0.000000
25	0.480000	0.000000
26	0.480000	0.000000
27	0.480000	0.000000
28	0.480000	0.000000
29	0.480000	1.000000
30	0.480000	0.666667
31	0.480000	0.000000
32	0.480000	0.000000
33	0.480000	0.166667
34	0.480000	0.333333
35	0.480000	0.333333
36	0.480000	0.600000
37	0.480000	0.166667
38	0.480000	0.333333
39	0.480000	0.000000
40	0.480000	0.000000
41	0.480000	0.833333
42	0.480000	0.666667
43	0.480000	0.000000
44	0.480000	1.000000
45	0.480000	0.600000
46	0.480000	0.833333
47	0.480000	0.666667
48	0.480000	0.833333
49	0.480000	0.600000
50	0.480000	0.357143
51	0.480000	0.500000
52	0.480000	0.333333
53	0.480000	0.000000
54	0.480000	0.000000
55	0.480000	0.142857
56	0.480000	1.000000
57	0.480000	0.000000
58	0.480000	0.000000
59	0.480000	0.333333
60	0.480000	0.000000
61	0.480000	0.000000
62	0.480000	0.000000
63	0.480000	0.333333
64	0.480000	0.200000

1	0.490000	0.666667
2	0.490000	1.000000
3	0.490000	0.000000
4	0.490000	0.166667
5	0.490000	0.000000
6	0.490000	0.000000
7	0.490000	1.000000
8	0.490000	0.333333
9	0.490000	0.000000
10	0.490000	1.000000
11	0.490000	0.380952
12	0.490000	1.000000
13	0.490000	0.666667
14	0.490000	1.000000
15	0.490000	1.000000
16	0.490000	0.428571
17	0.490000	0.666667
18	0.490000	1.000000
19	0.490000	0.000000
20	0.490000	0.000000
21	0.490000	1.000000
22	0.490000	0.666667
23	0.490000	0.000000
24	0.490000	0.000000
25	0.490000	0.000000
26	0.490000	0.000000
27	0.490000	0.000000
28	0.490000	0.000000
29	0.490000	1.000000
30	0.490000	0.666667
31	0.490000	0.000000
32	0.490000	0.000000
33	0.490000	0.000000
34	0.490000	0.333333
35	0.490000	0.333333
36	0.490000	0.600000
37	0.490000	0.333333
38	0.490000	0.500000
39	0.490000	0.000000
40	0.490000	0.000000
41	0.490000	1.000000
42	0.490000	0.666667
43	0.490000	0.000000
44	0.490000	1.000000
45	0.490000	0.500000
46	0.490000	0.666667
47	0.490000	0.666667
48	0.490000	0.833333
49	0.490000	0.600000
50	0.490000	0.380952
51	0.490000	0.500000
52	0.490000	0.000000
53	0.490000	0.000000
54	0.490000	0.000000
55	0.490000	0.333333
56	0.490000	1.000000
57	0.490000	0.000000
58	0.490000	0.000000
59	0.490000	0.333333
60	0.490000	0.000000
61	0.490000	0.000000
62	0.490000	0.000000
63	0.490000	0.285714
64	0.490000	0.333333

1	0.500000	0.666667
2	0.500000	1.000000
3	0.500000	0.000000
4	0.500000	0.166667
5	0.500000	0.000000
6	0.500000	0.000000
7	0.500000	1.000000
8	0.500000	0.166667
9	0.500000	0.000000
10	0.500000	1.000000
11	0.500000	0.380952
12	0.500000	1.000000
13	0.500000	0.666667
14	0.500000	1.000000
15	0.500000	0.000000
16	0.500000	0.466667
17	0.500000	0.666667
18	0.500000	1.000000
19	0.500000	0.000000
20	0.500000	0.000000
21	0.500000	1.000000
22	0.500000	0.666667
23	0.500000	0.000000
24	0.500000	0.000000
25	0.500000	0.000000
26	0.500000	0.000000
27	0.500000	0.000000
28	0.500000	0.000000
29	0.500000	1.000000
30	0.500000	0.666667
31	0.500000	0.000000
32	0.500000	0.000000
33	0.500000	0.000000
34	0.500000	0.000000
35	0.500000	0.333333
36	0.500000	0.600000
37	0.500000	0.333333
38	0.500000	0.500000
39	0.500000	0.000000
40	0.500000	0.000000
41	0.500000	1.000000
42	0.500000	1.000000
43	0.500000	0.000000
44	0.500000	1.000000
45	0.500000	0.500000
46	0.500000	0.666667
47	0.500000	0.666667
48	0.500000	1.000000
49	0.500000	0.500000
50	0.500000	0.333333
51	0.500000	0.500000
52	0.500000	0.000000
53	0.500000	0.000000
54	0.500000	0.000000
55	0.500000	0.333333
56	0.500000	1.000000
57	0.500000	0.000000
58	0.500000	0.000000
59	0.500000	0.333333
60	0.500000	0.000000
61	0.500000	0.000000
62	0.500000	0.000000
63	0.500000	0.285714
64	0.500000	0.333333

1	0.510000	0.500000
2	0.510000	1.000000
3	0.510000	0.000000
4	0.510000	0.000000
5	0.510000	0.000000
6	0.510000	0.000000
7	0.510000	0.000000
8	0.510000	1.000000
9	0.510000	0.000000
10	0.510000	1.000000
11	0.510000	0.500000
12	0.510000	0.000000
13	0.510000	0.000000
14	0.510000	0.666667
15	0.510000	0.000000
16	0.510000	0.666667
17	0.510000	1.000000
18	0.510000	1.000000
19	0.510000	0.000000
20	0.510000	0.000000
21	0.510000	1.000000
22	0.510000	0.000000
23	0.510000	0.000000
24	0.510000	0.000000
25	0.510000	0.000000
26	0.510000	0.000000
27	0.510000	0.000000
28	0.510000	0.000000
29	0.510000	1.000000
30	0.510000	0.666667
31	0.510000	0.000000
32	0.510000	0.000000
33	0.510000	0.000000
34	0.510000	0.000000
35	0.510000	0.333333
36	0.510000	0.500000
37	0.510000	1.000000
38	0.510000	0.333333
39	0.510000	0.000000
40	0.510000	0.000000
41	0.510000	1.000000
42	0.510000	1.000000
43	0.510000	0.000000
44	0.510000	1.000000
45	0.510000	0.500000
46	0.510000	0.500000
47	0.510000	0.333333
48	0.510000	1.000000
49	0.510000	0.500000
50	0.510000	0.285714
51	0.510000	0.500000
52	0.510000	0.000000
53	0.510000	0.000000
54	0.510000	0.000000
55	0.510000	0.333333
56	0.510000	0.000000
57	0.510000	0.000000
58	0.510000	0.000000
59	0.510000	0.333333
60	0.510000	0.000000
61	0.510000	0.000000
62	0.510000	0.000000
63	0.510000	0.238095
64	0.510000	0.666667

1	0.520000	0.666667
2	0.520000	1.000000
3	0.520000	0.000000
4	0.520000	0.000000
5	0.520000	0.000000
6	0.520000	0.000000
7	0.520000	0.000000
8	0.520000	1.000000
9	0.520000	0.000000
10	0.520000	1.000000
11	0.520000	0.500000
12	0.520000	0.000000
13	0.520000	0.000000
14	0.520000	0.666667
15	0.520000	0.000000
16	0.520000	0.666667
17	0.520000	1.000000
18	0.520000	0.000000
19	0.520000	0.000000
20	0.520000	0.000000
21	0.520000	1.000000
22	0.520000	0.000000
23	0.520000	0.000000
24	0.520000	0.000000
25	0.520000	0.000000
26	0.520000	0.000000
27	0.520000	0.000000
28	0.520000	0.000000
29	0.520000	0.333333
30	0.520000	1.000000
31	0.520000	0.000000
32	0.520000	0.000000
33	0.520000	0.000000
34	0.520000	0.000000
35	0.520000	0.333333
36	0.520000	0.400000
37	0.520000	1.000000
38	0.520000	0.333333
39	0.520000	0.000000
40	0.520000	0.000000
41	0.520000	1.000000
42	0.520000	1.000000
43	0.520000	0.000000
44	0.520000	1.000000
45	0.520000	0.500000
46	0.520000	0.500000
47	0.520000	0.333333
48	0.520000	1.000000
49	0.520000	0.500000
50	0.520000	0.285714
51	0.520000	1.000000
52	0.520000	0.000000
53	0.520000	0.000000
54	0.520000	0.000000
55	0.520000	0.333333
56	0.520000	0.000000
57	0.520000	0.000000
58	0.520000	0.000000
59	0.520000	0.333333
60	0.520000	0.000000
61	0.520000	0.000000
62	0.520000	0.000000
63	0.520000	0.200000
64	0.520000	0.666667

1	0.530000	0.666667
2	0.530000	1.000000
3	0.530000	0.000000
4	0.530000	0.000000
5	0.530000	0.000000
6	0.530000	0.000000
7	0.530000	0.000000
8	0.530000	1.000000
9	0.530000	0.000000
10	0.530000	1.000000
11	0.530000	0.666667
12	0.530000	0.000000
13	0.530000	0.000000
14	0.530000	1.000000
15	0.530000	0.000000
16	0.530000	1.000000
17	0.530000	1.000000
18	0.530000	0.000000
19	0.530000	0.000000
20	0.530000	0.000000
21	0.530000	0.000000
22	0.530000	0.000000
23	0.530000	0.000000
24	0.530000	0.000000
25	0.530000	0.000000
26	0.530000	0.000000
27	0.530000	0.000000
28	0.530000	0.000000
29	0.530000	0.333333
30	0.530000	0.000000
31	0.530000	0.000000
32	0.530000	0.000000
33	0.530000	0.000000
34	0.530000	0.000000
35	0.530000	0.333333
36	0.530000	0.500000
37	0.530000	0.000000
38	0.530000	0.333333
39	0.530000	0.000000
40	0.530000	0.000000
41	0.530000	1.000000
42	0.530000	1.000000
43	0.530000	0.000000
44	0.530000	1.000000
45	0.530000	0.333333
46	0.530000	0.500000
47	0.530000	0.333333
48	0.530000	1.000000
49	0.530000	0.500000
50	0.530000	0.266667
51	0.530000	1.000000
52	0.530000	0.000000
53	0.530000	0.000000
54	0.530000	0.000000
55	0.530000	0.333333
56	0.530000	0.000000
57	0.530000	0.000000
58	0.530000	0.000000
59	0.530000	0.333333
60	0.530000	0.000000
61	0.530000	0.000000
62	0.530000	0.000000
63	0.530000	0.200000
64	0.530000	0.333333

1	0.540000	0.000000
2	0.540000	0.000000
3	0.540000	0.000000
4	0.540000	0.000000
5	0.540000	0.000000
6	0.540000	0.000000
7	0.540000	0.000000
8	0.540000	1.000000
9	0.540000	0.000000
10	0.540000	1.000000
11	0.540000	0.000000
12	0.540000	0.000000
13	0.540000	0.000000
14	0.540000	0.000000
15	0.540000	0.000000
16	0.540000	1.000000
17	0.540000	1.000000
18	0.540000	0.000000
19	0.540000	0.000000
20	0.540000	0.000000
21	0.540000	0.000000
22	0.540000	0.000000
23	0.540000	0.000000
24	0.540000	0.000000
25	0.540000	0.000000
26	0.540000	0.000000
27	0.540000	0.000000
28	0.540000	0.000000
29	0.540000	0.000000
30	0.540000	0.000000
31	0.540000	0.000000
32	0.540000	0.000000
