node	r(thre.)	node_cc
9	0.180000	0.942857
10	0.180000	0.850649
11	0.180000	0.863732
12	0.180000	0.833766
13	0.180000	0.829885
14	0.180000	0.889140
15	0.180000	0.823201
16	0.180000	0.775780
17	0.180000	0.814144
18	0.180000	0.864253
19	0.180000	0.856566
20	0.180000	0.846723
21	0.180000	0.889695
22	0.180000	0.803955
23	0.180000	0.826376
24	0.180000	0.820875
25	0.180000	0.805377
26	0.180000	0.976771
27	0.180000	0.823980
28	0.180000	0.970100
29	0.180000	0.913621
30	0.180000	0.963636
31	0.180000	0.846591
32	0.180000	0.904762
33	0.180000	0.841026
34	0.180000	0.771633
35	0.180000	0.930851
36	0.180000	0.969697
37	0.180000	0.867340
38	0.180000	0.881048
39	0.180000	0.830488
40	0.180000	0.867199
41	0.180000	0.943027
42	0.180000	0.771633
43	0.180000	0.988604
44	0.180000	0.837093
45	0.180000	0.882438
46	0.180000	0.819404
47	0.180000	0.838095
48	0.180000	0.823308
49	0.180000	0.781597
50	0.180000	0.771633
51	0.180000	0.834416
52	0.180000	0.936575
53	0.180000	0.849170
54	0.180000	0.824623
55	0.180000	0.888244
56	0.180000	0.785828
57	0.180000	0.801130
58	0.180000	0.848980
59	0.180000	0.871921
60	0.180000	0.811857
61	0.180000	0.819163
62	0.180000	0.897143
63	0.180000	0.912077
64	0.180000	0.976829

1	0.190000	0.975610
2	0.190000	0.952525
3	0.190000	0.773585
4	0.190000	0.821505
5	0.190000	0.830887
6	0.190000	0.887395
7	0.190000	0.936170
8	0.190000	0.818182
9	0.190000	0.946237
10	0.190000	0.826623
11	0.190000	0.839273
12	0.190000	0.843977
13	0.190000	0.800493
14	0.190000	0.886275
15	0.190000	0.829804
16	0.190000	0.747224
17	0.190000	0.787843
18	0.190000	0.866497
19	0.190000	0.847662
20	0.190000	0.846341
21	0.190000	0.875566
22	0.190000	0.784029
23	0.190000	0.813910
24	0.190000	0.836263
25	0.190000	0.788869
26	0.190000	0.960976
27	0.190000	0.803659
28	0.190000	0.960133
29	0.190000	0.898955
30	0.190000	0.973422
31	0.190000	0.818391
32	0.190000	0.876190
33	0.190000	0.813765
34	0.190000	0.743472
35	0.190000	0.938164
36	0.190000	0.967230
37	0.190000	0.841077
38	0.190000	0.847291
39	0.190000	0.817814
40	0.190000	0.846154
41	0.190000	0.930851
42	0.190000	0.754098
43	0.190000	0.990000
44	0.190000	0.819481
45	0.190000	0.857765
46	0.190000	0.799153
47	0.190000	0.801136
48	0.190000	0.809740
49	0.190000	0.767760
50	0.190000	0.743472
51	0.190000	0.845563
52	0.190000	0.915433
53	0.190000	0.833469
54	0.190000	0.803698
55	0.190000	0.862845
56	0.190000	0.764481
57	0.190000	0.784921
58	0.190000	0.847364
59	0.190000	0.834758
60	0.190000	0.785844
61	0.190000	0.778151
62	0.190000	0.872653
63	0.190000	0.889899
64	0.190000	0.973077

1	0.200000	0.961672
2	0.200000	0.955865
3	0.200000	0.753394
4	0.200000	0.767816
5	0.200000	0.817852
6	0.200000	0.870968
7	0.200000	0.916667
8	0.200000	0.820405
9	0.200000	0.958128
10	0.200000	0.823201
11	0.200000	0.829463
12	0.200000	0.833333
13	0.200000	0.782609
14	0.200000	0.880102
15	0.200000	0.810374
16	0.200000	0.713379
17	0.200000	0.756867
18	0.200000	0.848289
19	0.200000	0.831837
20	0.200000	0.833570
21	0.200000	0.881633
22	0.200000	0.787879
23	0.200000	0.785088
24	0.200000	0.810628
25	0.200000	0.756115
26	0.200000	0.967949
27	0.200000	0.780952
28	0.200000	0.948780
29	0.200000	0.878049
30	0.200000	0.957918
31	0.200000	0.806667
32	0.200000	0.860294
33	0.200000	0.773279
34	0.200000	0.724484
35	0.200000	0.927273
36	0.200000	0.950317
37	0.200000	0.825297
38	0.200000	0.809231
39	0.200000	0.809524
40	0.200000	0.826122
41	0.200000	0.936364
42	0.200000	0.727322
43	0.200000	0.978355
44	0.200000	0.827393
45	0.200000	0.843137
46	0.200000	0.795960
47	0.200000	0.746305
48	0.200000	0.783766
49	0.200000	0.775689
50	0.200000	0.709677
51	0.200000	0.837858
52	0.200000	0.896632
53	0.200000	0.826087
54	0.200000	0.785985
55	0.200000	0.835994
56	0.200000	0.748685
57	0.200000	0.801299
58	0.200000	0.849391
59	0.200000	0.803077
60	0.200000	0.785065
61	0.200000	0.741935
62	0.200000	0.885291
63	0.200000	0.898718
64	0.200000	0.964438

1	0.210000	0.937282
2	0.210000	0.942683
3	0.210000	0.730980
4	0.210000	0.737931
5	0.210000	0.804676
6	0.210000	0.825397
7	0.210000	0.898242
8	0.210000	0.787561
9	0.210000	0.926407
10	0.210000	0.841569
11	0.210000	0.818824
12	0.210000	0.854610
13	0.210000	0.771429
14	0.210000	0.896970
15	0.210000	0.833887
16	0.210000	0.696045
17	0.210000	0.732002
18	0.210000	0.826263
19	0.210000	0.819149
20	0.210000	0.830660
21	0.210000	0.845714
22	0.210000	0.787373
23	0.210000	0.767532
24	0.210000	0.798990
25	0.210000	0.737143
26	0.210000	0.964912
27	0.210000	0.757576
28	0.210000	0.937922
29	0.210000	0.855601
30	0.210000	0.941026
31	0.210000	0.778656
32	0.210000	0.808824
33	0.210000	0.746881
34	0.210000	0.712994
35	0.210000	0.906977
36	0.210000	0.923890
37	0.210000	0.788959
38	0.210000	0.756667
39	0.210000	0.798574
40	0.210000	0.796235
41	0.210000	0.919662
42	0.210000	0.691257
43	0.210000	0.961538
44	0.210000	0.812217
45	0.210000	0.821176
46	0.210000	0.807692
47	0.210000	0.736667
48	0.210000	0.791373
49	0.210000	0.752621
50	0.210000	0.685352
51	0.210000	0.812217
52	0.210000	0.910931
53	0.210000	0.791755
54	0.210000	0.759140
55	0.210000	0.823529
56	0.210000	0.747030
57	0.210000	0.764286
58	0.210000	0.840883
59	0.210000	0.763333
60	0.210000	0.777778
61	0.210000	0.714943
62	0.210000	0.876329
63	0.210000	0.880769
64	0.210000	0.968067

1	0.220000	0.914053
2	0.220000	0.932051
3	0.220000	0.717854
4	0.220000	0.701058
5	0.220000	0.804078
6	0.220000	0.780627
7	0.220000	0.870490
8	0.220000	0.776488
9	0.220000	0.888889
10	0.220000	0.829388
11	0.220000	0.789020
12	0.220000	0.913621
13	0.220000	0.733333
14	0.220000	0.887043
15	0.220000	0.836237
16	0.220000	0.668030
17	0.220000	0.745455
18	0.220000	0.821862
19	0.220000	0.793237
20	0.220000	0.852874
21	0.220000	0.813061
22	0.220000	0.754717
23	0.220000	0.735065
24	0.220000	0.873077
25	0.220000	0.720773
26	0.220000	0.951636
27	0.220000	0.713710
28	0.220000	0.939940
29	0.220000	0.831309
30	0.220000	0.927454
31	0.220000	0.783626
32	0.220000	0.809524
33	0.220000	0.712121
34	0.220000	0.701754
35	0.220000	0.918293
36	0.220000	0.915215
37	0.220000	0.767054
38	0.220000	0.794737
39	0.220000	0.772043
40	0.220000	0.811538
41	0.220000	0.896632
42	0.220000	0.672881
43	0.220000	0.888889
44	0.220000	0.791837
45	0.220000	0.807823
46	0.220000	0.796863
47	0.220000	0.731602
48	0.220000	0.758367
49	0.220000	0.747451
50	0.220000	0.670901
51	0.220000	0.791373
52	0.220000	0.886202
53	0.220000	0.771951
54	0.220000	0.738916
55	0.220000	0.791101
56	0.220000	0.736471
57	0.220000	0.764500
58	0.220000	0.873077
59	0.220000	0.727273
60	0.220000	0.810374
61	0.220000	0.683077
62	0.220000	0.857576
63	0.220000	0.874603
64	0.220000	0.956989

1	0.230000	0.891986
2	0.230000	0.911538
3	0.230000	0.675758
4	0.230000	0.699275
5	0.230000	0.786869
6	0.230000	0.800000
7	0.230000	0.861616
8	0.230000	0.747451
9	0.230000	0.847619
10	0.230000	0.813776
11	0.230000	0.753725
12	0.230000	0.914980
13	0.230000	0.707602
14	0.230000	0.911538
15	0.230000	0.815115
16	0.230000	0.654762
17	0.230000	0.736575
18	0.230000	0.797297
19	0.230000	0.820513
20	0.230000	0.847826
21	0.230000	0.805272
22	0.230000	0.717707
23	0.230000	0.695455
24	0.230000	0.841270
25	0.230000	0.699187
26	0.230000	0.952941
27	0.230000	0.698851
28	0.230000	0.922689
29	0.230000	0.850420
30	0.230000	0.900427
31	0.230000	0.847619
32	0.230000	0.771429
33	0.230000	0.677249
34	0.230000	0.674812
35	0.230000	0.895122
36	0.230000	0.893148
37	0.230000	0.728592
38	0.230000	0.795322
39	0.230000	0.735484
40	0.230000	0.774629
41	0.230000	0.878543
42	0.230000	0.637288
43	0.230000	0.857143
44	0.230000	0.782801
45	0.230000	0.772959
46	0.230000	0.838384
47	0.230000	0.714286
48	0.230000	0.777778
49	0.230000	0.745748
50	0.230000	0.635814
51	0.230000	0.815911
52	0.230000	0.887701
53	0.230000	0.771429
54	0.230000	0.707692
55	0.230000	0.784014
56	0.230000	0.749150
57	0.230000	0.752941
58	0.230000	0.854354
59	0.230000	0.687747
60	0.230000	0.789007
61	0.230000	0.709524
62	0.230000	0.842495
63	0.230000	0.855615
64	0.230000	0.938424

1	0.240000	0.866397
2	0.240000	0.864103
3	0.240000	0.657317
4	0.240000	0.670996
5	0.240000	0.745243
6	0.240000	0.745098
7	0.240000	0.825028
8	0.240000	0.711735
9	0.240000	0.714286
10	0.240000	0.784459
11	0.240000	0.709184
12	0.240000	0.928699
13	0.240000	0.660819
14	0.240000	0.905882
15	0.240000	0.831439
16	0.240000	0.624738
17	0.240000	0.736327
18	0.240000	0.798413
19	0.240000	0.806723
20	0.240000	0.814286
21	0.240000	0.773936
22	0.240000	0.724638
23	0.240000	0.644444
24	0.240000	0.871264
25	0.240000	0.678679
26	0.240000	0.908832
27	0.240000	0.704615
28	0.240000	0.890152
29	0.240000	0.834409
30	0.240000	0.868093
31	0.240000	0.868132
32	0.240000	0.757576
33	0.240000	0.649231
34	0.240000	0.642907
35	0.240000	0.871429
36	0.240000	0.855128
37	0.240000	0.718431
38	0.240000	0.779412
39	0.240000	0.711640
40	0.240000	0.753788
41	0.240000	0.836508
42	0.240000	0.613409
43	0.240000	0.800000
44	0.240000	0.766184
45	0.240000	0.721088
46	0.240000	0.833914
47	0.240000	0.675325
48	0.240000	0.769657
49	0.240000	0.703382
50	0.240000	0.591479
51	0.240000	0.774747
52	0.240000	0.872984
53	0.240000	0.750000
54	0.240000	0.696970
55	0.240000	0.760407
56	0.240000	0.745293
57	0.240000	0.740248
58	0.240000	0.858871
59	0.240000	0.637427
60	0.240000	0.791755
61	0.240000	0.686275
62	0.240000	0.812821
63	0.240000	0.843011
64	0.240000	0.923077

1	0.250000	0.839339
2	0.250000	0.831309
3	0.250000	0.656156
4	0.250000	0.658009
5	0.250000	0.747436
6	0.250000	0.681319
7	0.250000	0.798009
8	0.250000	0.670068
9	0.250000	0.733333
10	0.250000	0.734505
11	0.250000	0.667517
12	0.250000	0.891266
13	0.250000	0.660131
14	0.250000	0.933333
15	0.250000	0.797701
16	0.250000	0.628401
17	0.250000	0.734505
18	0.250000	0.782197
19	0.250000	0.804301
20	0.250000	0.805263
21	0.250000	0.734505
22	0.250000	0.677590
23	0.250000	0.598653
24	0.250000	0.870769
25	0.250000	0.668817
26	0.250000	0.857708
27	0.250000	0.686154
28	0.250000	0.860399
29	0.250000	0.807882
30	0.250000	0.864516
31	0.250000	0.833333
32	0.250000	0.750000
33	0.250000	0.660079
34	0.250000	0.602376
35	0.250000	0.861742
36	0.250000	0.849850
37	0.250000	0.670588
38	0.250000	0.750000
39	0.250000	0.700000
40	0.250000	0.754023
41	0.250000	0.822581
42	0.250000	0.579221
43	0.250000	0.833333
44	0.250000	0.726216
45	0.250000	0.683932
46	0.250000	0.848348
47	0.250000	0.640693
48	0.250000	0.776276
49	0.250000	0.710963
50	0.250000	0.584906
51	0.250000	0.740999
52	0.250000	0.848276
53	0.250000	0.767816
54	0.250000	0.671429
55	0.250000	0.715079
56	0.250000	0.731444
57	0.250000	0.723671
58	0.250000	0.857143
59	0.250000	0.627451
60	0.250000	0.751938
61	0.250000	0.666667
62	0.250000	0.842017
63	0.250000	0.830688
64	0.250000	0.935385

1	0.260000	0.820168
2	0.260000	0.821321
3	0.260000	0.601681
4	0.260000	0.654971
5	0.260000	0.735736
6	0.260000	0.641026
7	0.260000	0.775249
8	0.260000	0.639184
9	0.260000	0.666667
10	0.260000	0.724242
11	0.260000	0.689218
12	0.260000	0.892473
13	0.260000	0.725275
14	0.260000	0.928571
15	0.260000	0.814815
16	0.260000	0.608696
17	0.260000	0.704903
18	0.260000	0.780788
19	0.260000	0.770936
20	0.260000	0.825000
21	0.260000	0.723232
22	0.260000	0.685560
23	0.260000	0.599419
24	0.260000	0.890000
25	0.260000	0.610000
26	0.260000	0.800000
27	0.260000	0.619565
28	0.260000	0.849231
29	0.260000	0.780423
30	0.260000	0.832258
31	0.260000	0.836364
32	0.260000	0.666667
33	0.260000	0.631579
34	0.260000	0.572245
35	0.260000	0.857471
36	0.260000	0.819048
37	0.260000	0.712077
38	0.260000	0.733333
39	0.260000	0.667984
40	0.260000	0.757835
41	0.260000	0.830108
42	0.260000	0.573026
43	0.260000	1.000000
44	0.260000	0.715393
45	0.260000	0.687179
46	0.260000	0.819820
47	0.260000	0.589474
48	0.260000	0.819964
49	0.260000	0.687573
50	0.260000	0.649399
51	0.260000	0.744939
52	0.260000	0.822660
53	0.260000	0.775132
54	0.260000	0.686275
55	0.260000	0.679926
56	0.260000	0.779832
57	0.260000	0.692754
58	0.260000	0.880000
59	0.260000	0.608333
60	0.260000	0.722416
61	0.260000	0.619048
62	0.260000	0.813445
63	0.260000	0.797721
64	0.260000	0.943333

1	0.270000	0.789916
2	0.270000	0.803922
3	0.270000	0.579545
4	0.270000	0.650000
5	0.270000	0.717803
6	0.270000	0.694444
7	0.270000	0.757143
8	0.270000	0.623188
9	0.270000	0.666667
10	0.270000	0.703212
11	0.270000	0.681765
12	0.270000	0.891534
13	0.270000	0.670330
14	0.270000	0.931624
15	0.270000	0.824615
16	0.270000	0.632927
17	0.270000	0.678261
18	0.270000	0.766667
19	0.270000	0.763077
20	0.270000	0.758242
21	0.270000	0.714286
22	0.270000	0.665165
23	0.270000	0.570136
24	0.270000	0.896104
25	0.270000	0.573123
26	0.270000	0.732026
27	0.270000	0.551471
28	0.270000	0.823333
29	0.270000	0.763077
30	0.270000	0.802299
31	0.270000	0.694444
32	0.270000	0.900000
33	0.270000	0.590643
34	0.270000	0.573737
35	0.270000	0.852217
36	0.270000	0.812834
37	0.270000	0.692929
38	0.270000	0.628571
39	0.270000	0.642857
40	0.270000	0.710526
41	0.270000	0.820690
42	0.270000	0.536688
43	0.270000	0.666667
44	0.270000	0.725462
45	0.270000	0.726050
46	0.270000	0.801587
47	0.270000	0.535948
48	0.270000	0.831439
49	0.270000	0.709815
50	0.270000	0.642424
51	0.270000	0.784874
52	0.270000	0.798942
53	0.270000	0.744615
54	0.270000	0.700000
55	0.270000	0.679704
56	0.270000	0.732620
57	0.270000	0.656039
58	0.270000	0.890476
59	0.270000	0.576923
60	0.270000	0.708974
61	0.270000	0.538462
62	0.270000	0.798387
63	0.270000	0.776667
64	0.270000	0.923913

1	0.280000	0.760081
2	0.280000	0.766129
3	0.280000	0.539785
4	0.280000	0.638095
5	0.280000	0.701058
6	0.280000	0.866667
7	0.280000	0.770161
8	0.280000	0.601480
9	0.280000	1.000000
10	0.280000	0.682051
11	0.280000	0.677463
12	0.280000	0.880342
13	0.280000	0.636364
14	0.280000	0.940000
15	0.280000	0.810277
16	0.280000	0.737968
17	0.280000	0.636364
18	0.280000	0.703557
19	0.280000	0.723333
20	0.280000	0.747253
21	0.280000	0.692308
22	0.280000	0.685606
23	0.280000	0.578168
24	0.280000	0.875000
25	0.280000	0.528571
26	0.280000	0.666667
27	0.280000	0.571429
28	0.280000	0.847619
29	0.280000	0.706522
30	0.280000	0.794872
31	0.280000	0.750000
32	0.280000	0.900000
33	0.280000	0.532164
34	0.280000	0.557491
35	0.280000	0.827692
36	0.280000	0.774621
37	0.280000	0.644820
38	0.280000	0.593407
39	0.280000	0.575000
40	0.280000	0.633333
41	0.280000	0.775862
42	0.280000	0.534118
43	0.280000	1.000000
44	0.280000	0.742857
45	0.280000	0.693182
46	0.280000	0.791667
47	0.280000	0.492647
48	0.280000	0.816092
49	0.280000	0.741533
50	0.280000	0.678812
51	0.280000	0.754011
52	0.280000	0.756667
53	0.280000	0.713768
54	0.280000	0.683333
55	0.280000	0.648948
56	0.280000	0.713978
57	0.280000	0.631078
58	0.280000	0.850000
59	0.280000	0.564103
60	0.280000	0.657692
61	0.280000	0.418182
62	0.280000	0.761290
63	0.280000	0.779221
64	0.280000	0.874459

1	0.290000	0.748387
2	0.290000	0.770936
3	0.290000	0.540000
4	0.290000	0.604396
5	0.290000	0.664615
6	0.290000	0.733333
7	0.290000	0.783908
8	0.290000	0.597561
9	0.290000	0.000000
10	0.290000	0.682788
11	0.290000	0.641536
12	0.290000	0.858462
13	0.290000	0.618182
14	0.290000	0.927536
15	0.290000	0.915789
16	0.290000	0.750000
17	0.290000	0.631823
18	0.290000	0.679654
19	0.290000	0.711462
20	0.290000	0.807692
21	0.290000	0.664103
22	0.290000	0.692473
23	0.290000	0.589147
24	0.290000	0.955556
25	0.290000	0.491228
26	0.290000	0.600000
27	0.290000	0.621212
28	0.290000	0.831579
29	0.290000	0.687747
30	0.290000	0.826667
31	0.290000	0.714286
32	0.290000	0.900000
33	0.290000	0.490196
34	0.290000	0.520732
35	0.290000	0.800000
36	0.290000	0.743952
37	0.290000	0.604651
38	0.290000	0.621212
39	0.290000	0.516484
40	0.290000	0.772727
41	0.290000	0.810000
42	0.290000	0.530142
43	0.290000	0.000000
44	0.290000	0.730838
45	0.290000	0.659274
46	0.290000	0.819355
47	0.290000	0.485714
48	0.290000	0.843305
49	0.290000	0.859788
50	0.290000	0.669841
51	0.290000	0.747984
52	0.290000	0.740260
53	0.290000	0.715789
54	0.290000	0.647619
55	0.290000	0.623693
56	0.290000	0.693122
57	0.290000	0.597252
58	0.290000	0.857143
59	0.290000	0.525641
60	0.290000	0.638691
61	0.290000	0.500000
62	0.290000	0.707527
63	0.290000	0.847368
64	0.290000	0.852814

1	0.300000	0.735450
2	0.300000	0.757835
3	0.300000	0.521739
4	0.300000	0.582418
5	0.300000	0.663043
6	0.300000	0.733333
7	0.300000	0.761084
8	0.300000	0.570850
9	0.300000	0.000000
10	0.300000	0.717803
11	0.300000	0.640152
12	0.300000	0.921053
13	0.300000	0.600000
14	0.300000	0.896104
15	0.300000	0.891667
16	0.300000	0.728736
17	0.300000	0.582927
18	0.300000	0.658009
19	0.300000	0.695238
20	0.300000	0.803030
21	0.300000	0.642959
22	0.300000	0.648276
23	0.300000	0.573077
24	0.300000	0.928571
25	0.300000	0.485714
26	0.300000	0.666667
27	0.300000	0.600000
28	0.300000	0.816993
29	0.300000	0.675325
30	0.300000	0.811594
31	0.300000	0.678571
32	0.300000	0.900000
33	0.300000	0.508333
34	0.300000	0.482051
35	0.300000	0.849802
36	0.300000	0.751724
37	0.300000	0.557082
38	0.300000	0.606061
39	0.300000	0.484848
40	0.300000	0.805556
41	0.300000	0.802372
42	0.300000	0.496762
43	0.300000	0.000000
44	0.300000	0.783476
45	0.300000	0.657635
46	0.300000	0.837607
47	0.300000	0.461538
48	0.300000	0.862319
49	0.300000	0.824615
50	0.300000	0.664884
51	0.300000	0.722581
52	0.300000	0.830409
53	0.300000	0.684211
54	0.300000	0.666667
55	0.300000	0.603659
56	0.300000	0.660000
57	0.300000	0.593590
58	0.300000	0.866667
59	0.300000	0.560606
60	0.300000	0.634921
61	0.300000	0.416667
62	0.300000	0.737892
63	0.300000	0.836842
64	0.300000	0.863158

1	0.310000	0.686154
2	0.310000	0.707692
3	0.310000	0.502924
4	0.310000	0.636364
5	0.310000	0.638095
6	0.310000	0.900000
7	0.310000	0.752137
8	0.310000	0.535762
9	0.310000	0.000000
10	0.310000	0.697581
11	0.310000	0.621505
12	0.310000	0.875000
13	0.310000	0.600000
14	0.310000	0.885714
15	0.310000	0.838095
16	0.310000	0.711823
17	0.310000	0.603604
18	0.310000	0.614286
19	0.310000	0.727941
20	0.310000	0.712121
21	0.310000	0.614114
22	0.310000	0.590805
23	0.310000	0.573574
24	0.310000	0.933333
25	0.310000	0.461538
26	0.310000	0.500000
27	0.310000	0.545455
28	0.310000	0.775000
29	0.310000	0.642105
30	0.310000	0.778656
31	0.310000	0.619048
32	0.310000	0.833333
33	0.310000	0.516484
34	0.310000	0.500000
35	0.310000	0.844156
36	0.310000	0.738462
37	0.310000	0.538462
38	0.310000	0.545455
39	0.310000	0.381818
40	0.310000	0.809524
41	0.310000	0.823810
42	0.310000	0.506098
43	0.310000	0.000000
44	0.310000	0.774704
45	0.310000	0.707692
46	0.310000	0.784615
47	0.310000	0.474359
48	0.310000	0.868421
49	0.310000	0.806667
50	0.310000	0.706897
51	0.310000	0.732308
52	0.310000	0.795322
53	0.310000	0.661765
54	0.310000	0.621212
55	0.310000	0.566145
56	0.310000	0.632035
57	0.310000	0.576248
58	0.310000	0.866667
59	0.310000	0.509091
60	0.310000	0.628788
61	0.310000	0.380952
62	0.310000	0.710769
63	0.310000	0.800000
64	0.310000	0.853801

1	0.320000	0.663333
2	0.320000	0.715415
3	0.320000	0.463235
4	0.320000	0.563636
5	0.320000	0.596491
6	0.320000	0.800000
7	0.320000	0.735385
8	0.320000	0.515152
9	0.320000	0.000000
10	0.320000	0.634483
11	0.320000	0.613300
12	0.320000	0.923077
13	0.320000	0.583333
14	0.320000	0.935897
15	0.320000	0.780220
16	0.320000	0.721014
17	0.320000	0.574790
18	0.320000	0.654971
19	0.320000	0.698529
20	0.320000	0.690909
21	0.320000	0.604167
22	0.320000	0.526667
23	0.320000	0.575758
24	0.320000	1.000000
25	0.320000	0.439394
26	0.320000	0.500000
27	0.320000	0.527273
28	0.320000	0.752381
29	0.320000	0.602339
30	0.320000	0.753247
31	0.320000	0.619048
32	0.320000	0.833333
33	0.320000	0.577778
34	0.320000	0.477311
35	0.320000	0.810526
36	0.320000	0.735931
37	0.320000	0.513514
38	0.320000	0.500000
39	0.320000	0.363636
40	0.320000	0.666667
41	0.320000	0.815789
42	0.320000	0.489331
43	0.320000	0.000000
44	0.320000	0.688312
45	0.320000	0.676923
46	0.320000	0.716667
47	0.320000	0.533333
48	0.320000	0.923077
49	0.320000	0.766234
50	0.320000	0.637931
51	0.320000	0.736842
52	0.320000	0.760234
53	0.320000	0.658333
54	0.320000	0.618182
55	0.320000	0.557143
56	0.320000	0.661765
57	0.320000	0.541963
58	0.320000	0.866667
59	0.320000	0.490909
60	0.320000	0.565591
61	0.320000	0.380952
62	0.320000	0.664032
63	0.320000	0.773684
64	0.320000	0.807018

1	0.330000	0.647619
2	0.330000	0.695238
3	0.330000	0.423077
4	0.330000	0.533333
5	0.330000	0.619048
6	0.330000	0.800000
7	0.330000	0.743083
8	0.330000	0.541872
9	0.330000	0.000000
10	0.330000	0.600000
11	0.330000	0.598291
12	0.330000	0.897436
13	0.330000	0.583333
14	0.330000	0.923077
15	0.330000	0.820513
16	0.330000	0.709957
17	0.330000	0.539496
18	0.330000	0.650000
19	0.330000	0.666667
20	0.330000	0.672727
21	0.330000	0.602151
22	0.330000	0.566667
23	0.330000	0.537879
24	0.330000	1.000000
25	0.330000	0.393939
26	0.330000	0.500000
27	0.330000	0.533333
28	0.330000	0.703297
29	0.330000	0.567251
30	0.330000	0.709524
31	0.330000	0.533333
32	0.330000	0.666667
33	0.330000	0.642857
34	0.330000	0.484848
35	0.330000	0.763158
36	0.330000	0.723810
37	0.330000	0.538324
38	0.330000	0.409091
39	0.330000	0.464286
40	0.330000	0.800000
41	0.330000	0.773684
42	0.330000	0.458037
43	0.330000	0.000000
44	0.330000	0.661905
45	0.330000	0.670000
46	0.330000	0.738095
47	0.330000	0.583333
48	0.330000	0.912088
49	0.330000	0.747619
50	0.330000	0.675214
51	0.330000	0.721053
52	0.330000	0.764706
53	0.330000	0.628571
54	0.330000	0.622222
55	0.330000	0.534759
56	0.330000	0.647059
57	0.330000	0.543561
58	0.330000	0.900000
59	0.330000	0.555556
60	0.330000	0.519704
61	0.330000	0.380952
62	0.330000	0.632411
63	0.330000	0.751634
64	0.330000	0.748538

1	0.340000	0.631579
2	0.340000	0.649123
3	0.340000	0.397436
4	0.340000	0.466667
5	0.340000	0.580952
6	0.340000	0.833333
7	0.340000	0.713450
8	0.340000	0.492611
9	0.340000	0.000000
10	0.340000	0.553846
11	0.340000	0.620000
12	0.340000	0.924242
13	0.340000	0.500000
14	0.340000	0.945455
15	0.340000	0.977778
16	0.340000	0.652632
17	0.340000	0.554187
18	0.340000	0.571429
19	0.340000	0.807692
20	0.340000	0.722222
21	0.340000	0.567816
22	0.340000	0.510526
23	0.340000	0.522581
24	0.340000	1.000000
25	0.340000	0.388889
26	0.340000	0.333333
27	0.340000	0.464286
28	0.340000	0.712121
29	0.340000	0.588235
30	0.340000	0.684211
31	0.340000	1.000000
32	0.340000	0.000000
33	0.340000	0.800000
34	0.340000	0.445161
35	0.340000	0.757353
36	0.340000	0.700000
37	0.340000	0.510345
38	0.340000	0.418182
39	0.340000	0.400000
40	0.340000	0.833333
41	0.340000	0.771930
42	0.340000	0.431373
43	0.340000	0.000000
44	0.340000	0.741667
45	0.340000	0.626812
46	0.340000	0.684211
47	0.340000	0.714286
48	0.340000	0.871795
49	0.340000	0.663158
50	0.340000	0.679654
51	0.340000	0.733333
52	0.340000	0.825000
53	0.340000	0.582418
54	0.340000	0.583333
55	0.340000	0.488414
56	0.340000	0.615385
57	0.340000	0.554187
58	0.340000	0.900000
59	0.340000	0.571429
60	0.340000	0.483333
61	0.340000	0.333333
62	0.340000	0.643275
63	0.340000	0.705882
64	0.340000	0.705882

1	0.350000	0.658333
2	0.350000	0.647059
3	0.350000	0.488889
4	0.350000	0.444444
5	0.350000	0.589744
6	0.350000	0.666667
7	0.350000	0.643275
8	0.350000	0.472934
9	0.350000	0.000000
10	0.350000	0.503333
11	0.350000	0.633333
12	0.350000	0.927273
13	0.350000	0.472222
14	0.350000	0.890909
15	0.350000	0.955556
16	0.350000	0.691176
17	0.350000	0.529644
18	0.350000	0.604396
19	0.350000	0.712121
20	0.350000	0.722222
21	0.350000	0.552707
22	0.350000	0.507353
23	0.350000	0.443678
24	0.350000	1.000000
25	0.350000	0.464286
26	0.350000	0.000000
27	0.350000	0.428571
28	0.350000	0.666667
29	0.350000	0.566667
30	0.350000	0.649123
31	0.350000	1.000000
32	0.350000	0.000000
33	0.350000	0.800000
34	0.350000	0.415344
35	0.350000	0.708333
36	0.350000	0.705882
37	0.350000	0.453202
38	0.350000	0.418182
39	0.350000	0.600000
40	0.350000	0.500000
41	0.350000	0.748538
42	0.350000	0.415054
43	0.350000	0.000000
44	0.350000	0.787879
45	0.350000	0.573684
46	0.350000	0.654412
47	0.350000	0.800000
48	0.350000	0.818182
49	0.350000	0.666667
50	0.350000	0.619048
51	0.350000	0.757576
52	0.350000	0.791667
53	0.350000	0.545455
54	0.350000	0.555556
55	0.350000	0.515670
56	0.350000	0.651515
57	0.350000	0.505291
58	0.350000	1.000000
59	0.350000	0.800000
60	0.350000	0.526316
61	0.350000	0.500000
62	0.350000	0.551282
63	0.350000	0.779412
64	0.350000	0.735294

1	0.360000	0.679487
2	0.360000	0.709091
3	0.360000	0.472222
4	0.360000	0.422222
5	0.360000	0.577778
6	0.360000	0.000000
7	0.360000	0.639706
8	0.360000	0.454545
9	0.360000	0.000000
10	0.360000	0.500000
11	0.360000	0.601307
12	0.360000	0.911111
13	0.360000	0.472222
14	0.360000	0.911111
15	0.360000	1.000000
16	0.360000	0.730769
17	0.360000	0.510526
18	0.360000	0.551282
19	0.360000	0.750000
20	0.360000	0.694444
