1	0.000000	63
2	0.000000	63
3	0.000000	63
4	0.000000	60
5	0.000000	63
6	0.000000	63
7	0.000000	63
8	0.000000	63
9	0.000000	63
10	0.000000	63
11	0.000000	63
12	0.000000	63
13	0.000000	63
14	0.000000	63
15	0.000000	63
16	0.000000	63
17	0.000000	63
18	0.000000	63
19	0.000000	63
20	0.000000	63
21	0.000000	63
22	0.000000	63
23	0.000000	63
24	0.000000	63
25	0.000000	63
26	0.000000	63
27	0.000000	63
28	0.000000	63
29	0.000000	61
30	0.000000	56
31	0.000000	57
32	0.000000	63
33	0.000000	56
34	0.000000	63
35	0.000000	60
36	0.000000	62
37	0.000000	63
38	0.000000	61
39	0.000000	63
40	0.000000	63
41	0.000000	63
42	0.000000	63
43	0.000000	63
44	0.000000	63
45	0.000000	63
46	0.000000	63
47	0.000000	61
48	0.000000	63
49	0.000000	63
50	0.000000	63
51	0.000000	63
52	0.000000	61
53	0.000000	63
54	0.000000	63
55	0.000000	63
56	0.000000	63
57	0.000000	63
58	0.000000	63
59	0.000000	61
60	0.000000	63
61	0.000000	62
62	0.000000	63
63	0.000000	61
64	0.000000	57
1	0.010000	63
2	0.010000	63
3	0.010000	63
4	0.010000	60
5	0.010000	63
6	0.010000	63
7	0.010000	63
8	0.010000	63
9	0.010000	63
10	0.010000	63
11	0.010000	63
12	0.010000	63
13	0.010000	63
14	0.010000	63
15	0.010000	63
16	0.010000	63
17	0.010000	63
18	0.010000	63
19	0.010000	63
20	0.010000	63
21	0.010000	63
22	0.010000	63
23	0.010000	63
24	0.010000	63
25	0.010000	63
26	0.010000	63
27	0.010000	63
28	0.010000	63
29	0.010000	61
30	0.010000	56
31	0.010000	57
32	0.010000	63
33	0.010000	56
34	0.010000	63
35	0.010000	60
36	0.010000	61
37	0.010000	63
38	0.010000	60
39	0.010000	63
40	0.010000	63
41	0.010000	63
42	0.010000	63
43	0.010000	63
44	0.010000	63
45	0.010000	63
46	0.010000	63
47	0.010000	61
48	0.010000	63
49	0.010000	63
50	0.010000	63
51	0.010000	63
52	0.010000	61
53	0.010000	63
54	0.010000	63
55	0.010000	63
56	0.010000	63
57	0.010000	63
58	0.010000	63
59	0.010000	61
60	0.010000	63
61	0.010000	62
62	0.010000	63
63	0.010000	61
64	0.010000	57
1	0.020000	62
2	0.020000	63
3	0.020000	63
4	0.020000	60
5	0.020000	63
6	0.020000	63
7	0.020000	63
8	0.020000	63
9	0.020000	63
10	0.020000	63
11	0.020000	63
12	0.020000	63
13	0.020000	63
14	0.020000	63
15	0.020000	63
16	0.020000	63
17	0.020000	63
18	0.020000	62
19	0.020000	63
20	0.020000	63
21	0.020000	63
22	0.020000	63
23	0.020000	63
24	0.020000	63
25	0.020000	63
26	0.020000	63
27	0.020000	63
28	0.020000	63
29	0.020000	61
30	0.020000	56
31	0.020000	56
32	0.020000	63
33	0.020000	55
34	0.020000	63
35	0.020000	60
36	0.020000	61
37	0.020000	63
38	0.020000	60
39	0.020000	63
40	0.020000	63
41	0.020000	63
42	0.020000	63
43	0.020000	63
44	0.020000	63
45	0.020000	63
46	0.020000	63
47	0.020000	61
48	0.020000	63
49	0.020000	63
50	0.020000	63
51	0.020000	63
52	0.020000	61
53	0.020000	63
54	0.020000	63
55	0.020000	63
56	0.020000	63
57	0.020000	63
58	0.020000	63
59	0.020000	61
60	0.020000	63
61	0.020000	61
62	0.020000	63
63	0.020000	61
64	0.020000	56
1	0.030000	62
2	0.030000	63
3	0.030000	63
4	0.030000	59
5	0.030000	63
6	0.030000	63
7	0.030000	63
8	0.030000	63
9	0.030000	63
10	0.030000	63
11	0.030000	63
12	0.030000	63
13	0.030000	62
14	0.030000	63
15	0.030000	63
16	0.030000	63
17	0.030000	63
18	0.030000	62
19	0.030000	63
20	0.030000	63
21	0.030000	63
22	0.030000	63
23	0.030000	63
24	0.030000	63
