0.000000	0.991567
0.010000	0.992312
0.020000	0.991815
0.030000	0.991815
0.040000	0.991567
0.050000	0.985615
0.060000	0.988095
0.070000	0.984127
0.080000	0.980903
0.090000	0.979167
0.100000	0.972966
0.110000	0.966518
0.120000	0.959325
0.130000	0.949653
0.140000	0.946181
0.150000	0.932044
0.160000	0.921131
0.170000	0.902282
0.180000	0.884673
0.190000	0.875744
0.200000	0.852183
0.210000	0.843502
0.220000	0.824405
0.230000	0.816468
0.240000	0.789931
0.250000	0.763641
0.260000	0.745784
0.270000	0.718750
0.280000	0.721726
0.290000	0.695685
0.300000	0.688244
0.310000	0.660714
0.320000	0.648644
0.330000	0.639137
0.340000	0.621114
0.350000	0.608383
0.360000	0.591022
0.370000	0.554274
0.380000	0.549562
0.390000	0.531126
0.400000	0.490220
0.410000	0.492121
0.420000	0.468130
0.430000	0.433027
0.440000	0.429539
0.450000	0.405522
0.460000	0.383986
0.470000	0.348789
0.480000	0.330693
0.490000	0.270626
0.500000	0.241977
0.510000	0.158809
0.520000	0.152354
0.530000	0.126744
0.540000	0.049545
0.550000	0.060205
0.560000	0.020990
0.570000	0.022536
0.580000	0.034003
0.590000	0.008185
0.600000	0.013765
0.610000	0.006448
0.620000	0.007192
0.630000	0.010747
0.640000	0.005126
0.650000	0.004712
0.660000	0.004216
0.670000	0.009342
0.680000	0.003638
0.690000	0.002232
0.700000	0.001736
0.710000	0.000496
0.720000	0.000000
0.730000	0.000000
0.740000	0.000000
0.750000	0.000000
0.760000	0.000000
0.770000	0.000000
0.780000	0.000000
0.790000	0.000000
0.800000	0.000000
0.810000	0.000000
0.820000	0.000000
0.830000	0.000000
0.840000	0.000000
0.850000	0.000000
0.860000	0.000000
0.870000	0.000000
0.880000	0.000000
0.890000	0.000000
0.900000	0.000000
0.910000	0.000000
0.920000	0.000000
0.930000	0.000000
0.940000	0.000000
0.950000	0.000000
0.960000	0.000000
0.970000	0.000000
0.980000	0.000000
0.990000	0.000000
1.000000	0.000000
