0.000000	85.510233	66.693328	69.166466	59.598658	80.498447	48.166378	28.354894	50.793700	78.689262	58.446557	63.749510	30.000000	103.556748	85.976741	18.110770	27.495454	105.565146	53.665631	41.182521	20.880613	53.962950	37.735925	40.644803	65.238026	104.957134	68.963759	30.528675	28.071338	45.869380	132.000000	104.995238	133.566463	42.567593	56.142675	120.332872	89.621426	103.324731	95.414884	97.979590	84.047606	83.354664	99.116094	109.252002	98.711701	100.319490	82.486363	130.598622	104.728220	63.435006	44.899889	123.773988	90.244113	58.923679	78.102497	65.513357	70.880181	49.839743	106.883114	124.787820	89.173987	55.569776	42.190046	92.217135	
85.510233	0.000000	96.249675	66.211781	64.124878	77.356318	83.330667	68.381284	47.707442	34.409301	41.665333	64.124878	66.843100	26.305893	33.226495	73.593478	82.776808	33.346664	32.249031	84.758480	77.897368	95.582425	86.902244	98.000000	26.832816	50.039984	43.680659	72.360210	101.607086	62.928531	92.433760	93.123574	79.397733	105.242577	112.569978	112.000000	124.643492	113.296072	120.133259	107.703296	124.547180	121.144542	124.643492	112.924754	120.000000	122.114700	123.822454	107.703296	76.681158	104.880885	92.347171	97.036076	100.239713	104.613575	129.135588	106.075445	118.456743	107.944430	119.532422	109.562767	93.123574	96.664368	108.535708	123.125952	
66.693328	96.249675	0.000000	121.128031	112.427755	132.483961	25.612497	81.412530	85.813752	112.356575	95.791440	37.094474	52.952809	120.482364	88.904443	72.166474	75.709973	99.799800	72.663608	99.759711	66.121101	114.262855	102.058807	100.099950	81.387960	137.258879	57.026310	47.874837	87.567117	41.279535	164.195006	149.719738	153.935051	52.497619	81.877958	124.643492	56.000000	141.548578	129.058126	142.323575	66.272166	106.976633	113.419575	131.087757	118.861264	81.092540	92.282176	142.098557	106.470653	90.376988	84.474848	118.220134	96.912332	105.754433	97.344748	120.083304	116.344317	102.156742	111.857052	152.852870	76.837491	63.371918	87.658428	85.463442	
69.166466	66.211781	121.128031	0.000000	14.422205	20.396078	101.980390	49.030603	48.538644	35.777088	37.202150	99.679486	73.783467	66.000000	76.419893	55.928526	62.641839	92.736185	56.991227	43.266615	69.195376	44.721360	41.182521	57.584720	61.057350	48.579831	85.720476	77.175126	69.426220	85.650452	79.799749	54.552727	89.442719	101.291658	96.498705	119.331471	140.000000	82.486363	93.466572	69.166466	131.726990	103.556748	114.891253	101.271911	106.583301	135.410487	115.741090	113.207774	98.346327	88.769364	71.217975	120.697970	103.227903	70.427267	113.084040	59.899917	82.073138	71.246053	120.066648	94.762862	111.857052	96.166522	81.314205	127.027556	
59.598658	64.124878	112.427755	14.422205	0.000000	34.176015	91.651514	36.496575	36.715120	35.099858	27.856777	90.509668	62.641839	69.079664	77.356318	48.744230	58.549125	93.080610	50.279220	41.952354	56.885851	46.303348	35.099858	55.605755	53.366656	56.780278	81.215762	70.455660	64.031242	75.630682	92.865494	68.234888	100.000000	95.351980	94.741754	125.538839	135.882302	92.282176	100.159872	79.799749	128.778880	106.301458	118.793939	109.105454	111.785509	134.877722	116.155069	121.983605	103.266645	89.666047	70.427267	125.888840	106.508216	72.553429	113.154761	64.031242	85.041167	70.795480	124.193398	106.075445	112.356575	93.722996	78.511146	126.964562	
80.498447	77.356318	132.483961	20.396078	34.176015	0.000000	115.654658	65.391131	67.320131	49.638695	55.641711	113.771701	88.926936	72.138755	81.092540	65.543878	67.557383	98.994949	70.767224	45.782093	84.687661	42.520583	49.638695	58.821765	77.045441	49.879856	95.351980	86.278618	74.431176	100.199800	65.726707	35.327043	80.597767	107.126094	96.166522	110.706820	143.833237	66.603303	81.387960	52.000000	133.536512	96.932967	107.107423	89.173987	97.159662	134.699666	112.445542	102.058807	94.191295	85.463442	70.992957	115.342967	98.142753	65.238026	109.635761	52.038447	74.726167	69.310894	112.924754	79.018985	111.427106	98.142753	82.389320	125.059986	
48.166378	83.330667	25.612497	101.980390	91.651514	115.654658	0.000000	58.685603	63.403470	94.148818	74.993333	26.832816	29.461840	108.166538	83.426614	55.497748	63.655322	95.205042	56.142675	84.190261	42.379240	98.711701	82.945765	86.000000	63.371918	122.212929	52.497619	37.363083	73.566297	20.976177	154.609185	137.520908	146.969385	52.038447	80.597767	129.614814	74.726167	135.366170	125.857062	133.206606	80.049984	107.721864	117.371206	130.782262	120.399336	95.498691	97.672924	143.275958	108.258949	88.588938	77.045441	124.032254	101.034648	97.159662	99.859902	108.166538	109.178753	91.760558	118.186294	148.606864	85.790442	65.726707	79.422919	96.124919	
28.354894	68.381284	81.412530	49.030603	36.496575	65.391131	58.685603	0.000000	25.768197	55.172457	33.166248	64.404969	29.799329	84.899941	78.511146	26.608269	42.237424	95.057877	40.049969	41.809090	20.396078	53.404120	32.062439	49.558047	46.518813	84.403791	67.052218	44.988888	46.303348	46.690470	120.083304	95.435842	122.000000	68.644009	78.612976	127.765410	111.588530	106.018866	105.014285	97.344748	107.051390	100.199800	114.420278	115.879247	111.301393	118.945366	103.189147	132.136293	106.075445	80.423877	60.033324	127.546070	101.843016	70.455660	100.039992	70.370448	83.833168	63.937469	120.216471	123.385575	101.291658	75.498344	63.182276	112.160599	
50.793700	47.707442	85.813752	48.538644	36.715120	67.320131	63.403470	25.768197	0.000000	37.363083	14.560220	58.275209	36.000000	65.543878	66.843100	45.299007	60.398675	78.000000	26.907248	59.497899	37.629775	70.682388	52.497619	70.710678	24.413111	69.828361	58.446557	55.497748	70.256672	45.122057	113.859563	96.850400	111.803399	85.697141	96.850400	130.613935	121.474277	114.682169	117.456375	105.773343	119.381741	115.065199	126.126920	122.523467	122.262014	127.263506	117.881296	131.529464	102.820231	95.561499	76.655072	124.851912	108.683025	88.022724	117.575508	87.223850	102.156742	84.711274	128.265350	125.123939	105.014285	88.385519	84.711274	123.434193	
78.689262	34.409301	112.356575	35.777088	35.099858	49.638695	94.148818	55.172457	37.363083	0.000000	23.494680	82.849261	68.847658	35.832946	56.142675	65.909028	76.026311	64.683847	39.799497	67.527772	71.916618	74.726167	66.211781	82.292162	36.000000	32.863353	67.320131	77.175126	89.554453	74.027022	82.170554	73.539105	80.399005	108.314357	110.706820	120.929732	139.082709	102.235023	112.712022	92.173749	135.085158	119.079805	126.554336	112.071406	119.599331	135.882302	126.822711	113.771701	90.906545	102.800778	86.625631	113.313724	107.480231	93.123574	128.202964	88.385519	106.508216	95.099947	126.301227	104.403065	108.369737	101.980390	100.339424	132.211951	
