0.050000	-0.047887
0.060000	-0.099532
0.070000	-0.083214
0.080000	-0.073344
0.090000	-0.123301
0.100000	-0.056036
0.110000	-0.083755
0.120000	-0.032958
0.130000	-0.049967
0.140000	-0.072643
0.150000	-0.109425
0.160000	-0.086090
0.170000	-0.022261
0.180000	-0.062544
0.190000	-0.067815
0.200000	-0.025842
0.210000	-0.057570
0.220000	-0.059511
0.230000	-0.078196
0.240000	-0.070003
0.250000	-0.043811
0.260000	-0.086442
0.270000	-0.120765
0.280000	-0.028351
0.290000	-0.047248
0.300000	-0.077890
0.310000	-0.094675
0.320000	-0.045719
0.330000	-0.082746
0.340000	-0.084503
0.350000	-0.070370
0.360000	-0.078091
0.370000	-0.084587
0.380000	-0.059154
0.390000	-0.026923
0.400000	-0.037463
0.410000	-0.062409
0.420000	-0.049654
0.430000	-0.051636
0.440000	-0.043464
0.450000	-0.061390
0.460000	-0.059122
0.470000	-0.047939
0.480000	-0.016534
0.490000	-0.032391
0.500000	-0.062649
0.510000	-0.079794
0.520000	-0.052494
0.530000	0.026538
0.540000	0.013586
0.550000	-0.025831
0.560000	-0.060596
0.570000	-0.031041
0.580000	-0.046936
0.590000	-0.045330
0.600000	-0.042718
0.610000	-0.020872
0.620000	-0.028494
0.630000	-0.047864
0.640000	-0.014698
0.650000	-0.004178
0.660000	-0.039270
0.670000	-0.043051
0.680000	-0.087628
0.690000	-0.101370
0.700000	-0.034638
0.710000	-0.029414
0.720000	-0.032966
0.730000	-0.073539
0.740000	-0.052953
0.750000	-0.081315
0.760000	-0.059522
0.770000	-0.010418
0.780000	-0.008359
0.790000	-0.004913
0.800000	-0.000383
0.810000	0.035156
0.820000	-0.046568
0.830000	-0.074610
0.840000	-0.001822
0.850000	-0.148720
0.860000	-0.000358
0.870000	-0.108081
0.880000	0.027486
0.890000	-0.078031
0.900000	-0.023069
0.910000	0.090078
0.920000	0.061967
0.930000	-0.097866
0.940000	0.058309
0.950000	0.140187
0.960000	0.049870
0.970000	0.037037
0.980000	-0.666667
