0.000000	3959	0.988514	0.988483	87.977778	1.000000	1.011486
0.010000	3962	0.989263	0.989304	88.044444	1.000000	1.010737
0.020000	3965	0.990012	0.990073	88.111111	1.000000	1.009988
0.030000	3956	0.987765	0.987776	87.911111	1.000000	1.012235
0.040000	3950	0.986267	0.986256	87.777778	1.000000	1.013733
0.050000	3969	0.991011	0.991087	88.200000	1.000000	1.008989
0.060000	3963	0.989513	0.989552	88.066667	1.000000	1.010487
0.070000	3942	0.984270	0.984279	87.600000	1.000000	1.015730
0.080000	3960	0.988764	0.988802	88.000000	1.000000	1.011236
0.090000	3947	0.985518	0.985982	87.711111	1.000000	1.014482
0.100000	3948	0.985768	0.986074	87.733333	1.000000	1.014232
0.110000	3929	0.981024	0.981399	87.311111	1.000000	1.018976
0.120000	3939	0.983521	0.983859	87.533333	1.000000	1.016479
0.130000	3944	0.984769	0.985073	87.644444	1.000000	1.015231
0.140000	3916	0.977778	0.978551	87.022222	1.000000	1.022222
0.150000	3935	0.982522	0.982826	87.444444	1.000000	1.017478
0.160000	3931	0.981523	0.982235	87.355556	1.000000	1.018477
0.170000	3925	0.980025	0.980943	87.222222	1.000000	1.019975
0.180000	3902	0.974282	0.976267	86.711111	1.000000	1.025718
0.190000	3884	0.969788	0.971610	86.311111	1.000000	1.030212
0.200000	3861	0.964045	0.966837	85.800000	1.000000	1.035955
0.210000	3847	0.960549	0.963669	85.488889	1.000000	1.039451
0.220000	3842	0.959301	0.962566	85.377778	1.000000	1.040699
0.230000	3837	0.958052	0.960892	85.266667	1.000000	1.041948
0.240000	3825	0.955056	0.958331	85.000000	1.000000	1.044944
0.250000	3744	0.934831	0.942077	83.200000	1.000000	1.065169
0.260000	3772	0.941823	0.947665	83.822222	1.000000	1.058177
0.270000	3698	0.923346	0.935327	82.177778	1.000000	1.076654
0.280000	3687	0.920599	0.933884	81.933333	1.000000	1.079401
0.290000	3643	0.909613	0.923070	80.955556	1.000000	1.090387
0.300000	3603	0.899625	0.913626	80.066667	1.000000	1.100375
0.310000	3608	0.900874	0.916674	80.177778	1.000000	1.099126
0.320000	3548	0.885893	0.906689	78.844444	1.000000	1.114107
0.330000	3485	0.870162	0.889805	77.444444	1.000000	1.129838
0.340000	3400	0.848939	0.881008	75.555556	1.000000	1.151061
0.350000	3364	0.839950	0.874093	74.755556	1.000000	1.160050
0.360000	3296	0.822971	0.856942	73.244444	1.000000	1.177029
0.370000	3217	0.803246	0.842821	71.488889	1.000000	1.196754
0.380000	3096	0.773034	0.826122	68.800000	1.000000	1.226966
0.390000	3039	0.758801	0.817706	67.533333	1.000000	1.241199
0.400000	2971	0.741823	0.801250	66.022222	1.000000	1.258177
0.410000	2811	0.701873	0.768300	62.466667	1.000000	1.298127
0.420000	2699	0.673908	0.748400	59.977778	1.000000	1.326092
0.430000	2578	0.643695	0.725320	57.288889	1.000000	1.356305
0.440000	2474	0.617728	0.715003	54.977778	1.000000	1.382272
0.450000	2372	0.592260	0.693877	52.711111	1.000000	1.407740
0.460000	2192	0.547316	0.655336	48.711111	1.000000	1.457678
0.470000	2131	0.532085	0.653680	47.355556	1.000000	1.468664
0.480000	1978	0.493883	0.618044	43.955556	1.000000	1.506367
0.490000	1799	0.449189	0.592930	39.977778	1.000000	1.554806
0.500000	1724	0.430462	0.571474	38.311111	1.000000	1.571536
0.510000	1567	0.391261	0.527780	34.822222	1.000000	1.611236
0.520000	1496	0.373533	0.490227	33.244444	1.000000	1.630712
0.530000	1366	0.341074	0.476853	30.355556	1.000000	1.673908
0.540000	1239	0.309363	0.417343	27.533333	1.000000	1.710861
0.550000	1138	0.284145	0.407180	25.288889	1.000000	1.736829
0.560000	1038	0.259176	0.397693	23.066667	1.000000	1.773783
0.570000	959	0.239451	0.343198	21.311111	1.000000	1.792010
0.580000	908	0.226717	0.367193	20.177778	1.000000	1.838202
0.590000	828	0.206742	0.332855	18.400000	1.000000	1.863920
0.600000	689	0.172035	0.265242	15.311111	1.000000	1.959301
0.610000	627	0.156554	0.252835	13.933333	1.000000	2.035206
0.620000	594	0.148315	0.211894	13.200000	2.000000	2.025026
0.630000	493	0.123096	0.178578	10.955556	1.000000	2.151561
0.640000	502	0.125343	0.194757	11.155556	3.000000	2.138454
0.650000	457	0.114107	0.186058	10.155556	2.000000	2.199949
0.660000	429	0.107116	0.162025	9.533333	2.000000	2.255107
0.670000	373	0.093134	0.148347	8.288889	2.000000	2.381512
0.680000	367	0.091635	0.111727	8.155556	3.000000	2.363375
0.690000	312	0.077903	0.122212	6.933333	9.000000	2.420958
0.700000	307	0.076654	0.107050	6.822222	3.000000	2.592738
0.710000	271	0.067665	0.101376	6.022222	6.000000	2.705042
0.720000	231	0.057678	0.100818	5.133333	7.000000	2.802926
0.730000	218	0.054432	0.109824	4.844444	7.000000	2.827596
0.740000	218	0.054432	0.092099	4.844444	11.000000	2.712658
0.750000	168	0.041948	0.071270	3.733333	16.000000	2.858378
0.760000	139	0.034707	0.073445	3.088889	22.000000	3.044757
0.770000	132	0.032959	0.074738	2.933333	22.000000	3.089088
0.780000	113	0.028215	0.069001	2.511111	30.000000	3.067760
0.790000	119	0.029713	0.080698	2.644444	31.000000	3.005650
0.800000	102	0.025468	0.057107	2.266667	35.000000	3.017532
0.810000	93	0.023221	0.055046	2.066667	38.000000	3.257620
0.820000	80	0.019975	0.047169	1.777778	43.000000	2.044403
0.830000	56	0.013983	0.019788	1.244444	44.000000	4.080481
0.840000	62	0.015481	0.034153	1.377778	45.000000	3.722705
