1	0.000000	1.000000	89.000000
2	0.000000	1.000000	89.000000
3	0.000000	1.000000	89.000000
4	0.000000	1.000000	89.000000
5	0.000000	1.000000	89.000000
6	0.000000	1.000000	89.000000
7	0.000000	1.000000	89.000000
8	0.000000	1.000000	89.000000
9	0.000000	1.000000	89.000000
10	0.000000	1.000000	89.000000
11	0.000000	1.000000	89.000000
12	0.000000	1.000000	89.000000
13	0.000000	1.000000	89.000000
14	0.000000	1.000000	89.000000
15	0.000000	1.000000	89.000000
16	0.000000	1.000000	89.000000
17	0.000000	1.000000	89.000000
18	0.000000	1.000000	89.000000
19	0.000000	1.000000	89.000000
20	0.000000	1.000000	89.000000
21	0.000000	1.000000	89.000000
22	0.000000	1.000000	89.000000
23	0.000000	1.000000	89.000000
24	0.000000	1.000000	89.000000
25	0.000000	1.000000	89.000000
26	0.000000	1.000000	89.000000
27	0.000000	1.000000	89.000000
28	0.000000	1.000000	89.000000
29	0.000000	1.000000	89.000000
30	0.000000	1.000000	89.000000
31	0.000000	1.000000	89.000000
32	0.000000	1.000000	89.000000
33	0.000000	1.000000	89.000000
34	0.000000	1.000000	89.000000
35	0.000000	1.000000	89.000000
36	0.000000	1.000000	89.000000
37	0.000000	1.000000	89.000000
38	0.000000	1.000000	89.000000
39	0.000000	1.000000	89.000000
40	0.000000	1.000000	89.000000
41	0.000000	1.000000	89.000000
42	0.000000	1.000000	89.000000
43	0.000000	1.000000	89.000000
44	0.000000	1.000000	89.000000
45	0.000000	1.000000	89.000000
46	0.000000	1.000000	89.000000
47	0.000000	1.000000	89.000000
48	0.000000	1.000000	89.000000
49	0.000000	1.000000	89.000000
50	0.000000	1.000000	89.000000
51	0.000000	1.000000	89.000000
52	0.000000	1.000000	89.000000
53	0.000000	1.000000	89.000000
54	0.000000	1.000000	89.000000
55	0.000000	1.000000	89.000000
56	0.000000	1.000000	89.000000
57	0.000000	1.000000	89.000000
58	0.000000	1.000000	89.000000
59	0.000000	1.000000	89.000000
60	0.000000	1.000000	89.000000
61	0.000000	1.000000	89.000000
62	0.000000	1.000000	89.000000
63	0.000000	1.000000	89.000000
64	0.000000	1.000000	89.000000
65	0.000000	1.000000	89.000000
66	0.000000	1.000000	89.000000
67	0.000000	1.000000	89.000000
68	0.000000	1.000000	89.000000
69	0.000000	1.000000	89.000000
70	0.000000	1.000000	89.000000
71	0.000000	1.000000	89.000000
72	0.000000	1.000000	89.000000
73	0.000000	1.000000	89.000000
74	0.000000	1.000000	89.000000
75	0.000000	1.000000	89.000000
76	0.000000	1.000000	89.000000
77	0.000000	1.000000	89.000000
78	0.000000	1.000000	89.000000
79	0.000000	1.000000	89.000000
80	0.000000	1.000000	89.000000
81	0.000000	1.000000	89.000000
82	0.000000	1.000000	89.000000
83	0.000000	1.000000	89.000000
84	0.000000	1.000000	89.000000
85	0.000000	1.000000	89.000000
86	0.000000	1.000000	89.000000
87	0.000000	1.000000	89.000000
88	0.000000	1.000000	89.000000
89	0.000000	1.000000	89.000000
90	0.000000	1.000000	89.000000
1	0.010000	0.690640	62.000000
2	0.010000	0.691925	70.000000
3	0.010000	0.691993	59.000000
4	0.010000	0.704861	64.000000
5	0.010000	0.701997	63.000000
6	0.010000	0.710206	62.000000
7	0.010000	0.698572	62.000000
8	0.010000	0.700136	67.000000
9	0.010000	0.675706	60.000000
10	0.010000	0.702509	63.000000
11	0.010000	0.700588	67.000000
12	0.010000	0.685714	56.000000
13	0.010000	0.693292	63.000000
14	0.010000	0.691964	64.000000
15	0.010000	0.702046	69.000000
16	0.010000	0.696078	69.000000
17	0.010000	0.705581	63.000000
18	0.010000	0.697814	61.000000
19	0.010000	0.713908	62.000000
20	0.010000	0.688525	61.000000
21	0.010000	0.696084	59.000000
22	0.010000	0.706397	55.000000
23	0.010000	0.698701	56.000000
24	0.010000	0.696009	72.000000
25	0.010000	0.685246	61.000000
26	0.010000	0.695500	59.000000
27	0.010000	0.700159	62.000000
28	0.010000	0.695082	61.000000
29	0.010000	0.696457	62.000000
30	0.010000	0.696154	65.000000
31	0.010000	0.698189	71.000000
32	0.010000	0.697515	62.000000
33	0.010000	0.694805	56.000000
34	0.010000	0.704389	62.000000
35	0.010000	0.691244	63.000000
36	0.010000	0.693763	71.000000
37	0.010000	0.695100	58.000000
38	0.010000	0.688701	60.000000
39	0.010000	0.696045	60.000000
40	0.010000	0.691396	68.000000
41	0.010000	0.693351	67.000000
42	0.010000	0.711916	52.000000
43	0.010000	0.698990	55.000000
44	0.010000	0.708418	55.000000
45	0.010000	0.696365	63.000000
46	0.010000	0.693989	61.000000
47	0.010000	0.700544	58.000000
